,rent_address,stop_name,min_distance,min_duration,postcode,price
173,505-139-bouverie-street-carlton-vic-3053-14377358,Southern Cross Railway Station (Melbourne City),3054.41,403.17,3053,260.0
174,552-drummond-street-carlton-vic-3053-16090356,Southern Cross Railway Station (Melbourne City),5070.31,570.44,3053,900.0
175,345-station-street-carlton-north-vic-3054-16070322,Southern Cross Railway Station (Melbourne City),5845.0,666.22,3054,650.0
176,46-princes-st-carlton-north-vic-3054-16067211,Southern Cross Railway Station (Melbourne City),5585.02,627.1,3054,550.0
177,9-600-station-street-carlton-north-vic-3054-16089028,Southern Cross Railway Station (Melbourne City),6598.61,706.92,3054,420.0
178,4-867-883-drummond-street-carlton-north-vic-3054-16063178,Southern Cross Railway Station (Melbourne City),5774.86,663.59,3054,500.0
179,614-5-olive-york-way-brunswick-west-vic-3055-15426148,Southern Cross Railway Station (Melbourne City),9791.59,825.72,3055,440.0
180,504-1-olive-york-way-brunswick-west-vic-3055-15727179,Southern Cross Railway Station (Melbourne City),9736.71,816.38,3055,450.0
181,412-5-olive-york-way-brunswick-west-vic-3055-16041470,Southern Cross Railway Station (Melbourne City),9791.59,825.72,3055,450.0
182,3-14-mccoll-court-brunswick-west-vic-3055-16066377,Southern Cross Railway Station (Melbourne City),9475.83,807.06,3055,400.0
183,4-2-waxman-parade-brunswick-west-vic-3055-16078957,Southern Cross Railway Station (Melbourne City),9547.66,817.4,3055,380.0
184,601-5-olive-york-way-brunswick-west-vic-3055-15143998,Southern Cross Railway Station (Melbourne City),9791.59,825.72,3055,430.0
185,3-564c-moreland-road-brunswick-west-vic-3055-16074162,Southern Cross Railway Station (Melbourne City),8695.09,694.63,3055,550.0
186,107-358-moreland-road-brunswick-west-vic-3055-16062260,Southern Cross Railway Station (Melbourne City),9582.21,765.88,3055,430.0
187,10-5-allard-street-brunswick-west-vic-3055-16084995,Southern Cross Railway Station (Melbourne City),7461.14,713.44,3055,370.0
188,715-5-olive-york-way-brunswick-west-vic-3055-16051260,Southern Cross Railway Station (Melbourne City),9791.59,825.72,3055,430.0
189,97-collier-crescent-brunswick-west-vic-3055-16087893,Southern Cross Railway Station (Melbourne City),7145.54,698.82,3055,1100.0
190,3-9-moule-street-brunswick-west-vic-3055-16042300,Southern Cross Railway Station (Melbourne City),7160.22,673.3,3055,360.0
191,8-39-heller-street-brunswick-west-vic-3055-16088313,Southern Cross Railway Station (Melbourne City),6782.27,628.01,3055,330.0
192,6-14-pitt-street-brunswick-vic-3056-16074091,Southern Cross Railway Station (Melbourne City),7174.61,769.23,3056,540.0
193,34-97-brickworks-drive-brunswick-vic-3056-16062022,Southern Cross Railway Station (Melbourne City),7685.45,707.78,3056,450.0
194,504-2-6-duckett-street-brunswick-vic-3056-16073933,Southern Cross Railway Station (Melbourne City),7278.2,818.6,3056,480.0
195,78-hope-street-brunswick-vic-3056-16078953,Southern Cross Railway Station (Melbourne City),8846.68,836.86,3056,620.0
196,7-213-219-brunswick-road-brunswick-vic-3056-16076842,Southern Cross Railway Station (Melbourne City),5791.35,634.73,3056,625.0
197,198-barkly-st-brunswick-vic-3056-16072946,Southern Cross Railway Station (Melbourne City),6390.41,685.69,3056,950.0
198,2-6-millward-street-brunswick-vic-3056-16080703,Southern Cross Railway Station (Melbourne City),6969.32,648.58,3056,390.0
199,4-102-moreland-road-brunswick-vic-3056-16087543,Southern Cross Railway Station (Melbourne City),9184.09,948.15,3056,300.0
200,15-10-davies-street-brunswick-vic-3056-16082384,Southern Cross Railway Station (Melbourne City),8016.55,901.85,3056,620.0
201,208-5-union-street-brunswick-vic-3056-16077779,Southern Cross Railway Station (Melbourne City),5983.39,658.86,3056,550.0
202,35-108-124-union-street-brunswick-vic-3056-16087109,Southern Cross Railway Station (Melbourne City),7335.21,680.86,3056,370.0
203,805-288-albert-street-brunswick-vic-3056-16077559,Southern Cross Railway Station (Melbourne City),6608.28,737.86,3056,450.0
204,4-mcpherson-street-brunswick-vic-3056-16068777,Southern Cross Railway Station (Melbourne City),8743.01,927.6,3056,750.0
205,208-34-union-street-brunswick-vic-3056-16082673,Southern Cross Railway Station (Melbourne City),6154.19,680.54,3056,490.0
206,52-hope-street-brunswick-vic-3056-16048861,Southern Cross Railway Station (Melbourne City),7391.29,824.46,3056,850.0
207,304-2-6-duckett-street-brunswick-vic-3056-16089922,Southern Cross Railway Station (Melbourne City),7278.2,818.6,3056,490.0
208,408-5-union-street-brunswick-vic-3056-16088527,Southern Cross Railway Station (Melbourne City),5979.74,658.57,3056,680.0
209,803-597-sydney-road-brunswick-vic-3056-16068732,Southern Cross Railway Station (Melbourne City),7179.74,807.96,3056,350.0
210,52-54-tinning-street-brunswick-vic-3056-16061469,Southern Cross Railway Station (Melbourne City),11004.38,895.6,3056,1400.0
211,404-466-lygon-street-brunswick-vic-3056-16072893,Southern Cross Railway Station (Melbourne City),7936.85,814.25,3056,380.0
212,17-677-park-street-brunswick-vic-3056-16088786,Southern Cross Railway Station (Melbourne City),5987.26,638.02,3056,225.0
213,9-67-blyth-st-brunswick-vic-3056-16080531,Southern Cross Railway Station (Melbourne City),7966.16,821.04,3056,490.0
214,92-brunswick-road-brunswick-vic-3056-16083215,Southern Cross Railway Station (Melbourne City),6210.63,657.5,3056,660.0
215,307-1c-michael-street-brunswick-vic-3056-16069494,Southern Cross Railway Station (Melbourne City),6047.4,667.26,3056,400.0
216,52-sutherland-street-brunswick-vic-3056-16088853,Southern Cross Railway Station (Melbourne City),8958.09,848.51,3056,750.0
217,3-133-glenlyon-road-brunswick-vic-3056-16087910,Southern Cross Railway Station (Melbourne City),7045.15,751.25,3056,485.0
218,11-170-albion-street-brunswick-vic-3056-16051288,Southern Cross Railway Station (Melbourne City),7679.68,850.95,3056,510.0
219,8-mary-moodie-way-brunswick-east-vic-3057-16090196,Southern Cross Railway Station (Melbourne City),6953.76,793.36,3057,760.0
220,119-8-lygon-street-brunswick-east-vic-3057-16066944,Southern Cross Railway Station (Melbourne City),6222.84,679.07,3057,400.0
