,price,state,propertyType,bathrooms,bedrooms,carspaces,region,suburb,postcode,dateListed,listingSlug,latitude,longitude
15,430.0,VIC,House,1,2,1,Eastern Suburbs,HAWTHORN,3122,2022-09-19T10:15:45,6-33-grove-rd-hawthorn-vic-3122-16094567,-37.81453,145.024948
16,400.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,SOUTH YARRA,3141,2022-09-28T14:46:28,9-21-rockley-road-south-yarra-vic-3141-16109121,-37.8373375,144.999756
17,340.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,ELSTERNWICK,3185,2022-09-21T14:39:27,7-6-ripon-grove-elsternwick-vic-3185-16100128,-37.8818665,144.998077
18,670.0,VIC,Townhouse,3,3,2,Melbourne Region,HEIDELBERG,3084,2022-09-26T17:25:38,9-182-hawdon-street-heidelberg-vic-3084-16105331,-37.7491379,145.065918
19,395.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,RIPPONLEA,3185,2022-09-21T16:10:44,7-162-brighton-road-ripponlea-vic-3185-16100540,-37.8817863,144.996445
20,715.0,VIC,House,1,2,1,Eastern Suburbs,HAWTHORN,3122,2022-09-21T17:48:51,5-selbourne-street-hawthorn-vic-3122-16100969,-37.8204536,145.043533
21,320.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,BALACLAVA,3183,2022-09-30T09:58:54,14-3-balston-street-balaclava-vic-3183-16112313,-37.8666725,144.99791
22,420.0,VIC,House,1,3,2,Northern Victoria,WODONGA,3690,2022-09-16T16:15:09,38-vermont-street-wodonga-vic-3690-16093688,-36.1291161,146.880814
23,590.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,FITZROY NORTH,3068,2022-09-28T13:03:26,g2-26-nicholson-street-fitzroy-north-vic-3068-16108768,-37.7745171,144.979218
24,690.0,VIC,ApartmentUnitFlat,1,2,0,Melbourne Region,ST KILDA EAST,3183,2022-09-20T17:06:28,203-120-hotham-street-st-kilda-east-vic-3183-16098448,-37.87232,144.999435
25,290.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,FAIRFIELD,3078,2022-09-21T16:45:47,3-43-gillies-street-fairfield-vic-3078-16100715,-37.7619057,145.020187
26,500.0,VIC,ApartmentUnitFlat,2,2,2,Eastern Suburbs,DONCASTER EAST,3109,2022-09-16T18:37:56,205-1-redhill-terrace-doncaster-east-vic-3109-16094041,-37.76269,145.172913
27,380.0,VIC,House,2,3,1,Melbourne Region,ROCKBANK,3335,2022-09-21T12:10:43,28-rimmington-way-rockbank-vic-3335-16099477,-37.7373734,144.665268
28,795.0,VIC,House,2,3,1,Melbourne Region,SANDRINGHAM,3191,2022-09-29T15:05:32,124-abbott-st-sandringham-vic-3191-16111338,-37.9504128,145.015732
29,635.0,VIC,House,1,2,0,Melbourne Region,FITZROY NORTH,3068,2022-09-21T09:16:04,15-queen-street-fitzroy-north-vic-3068-16098797,-37.7759323,144.982315
30,450.0,VIC,ApartmentUnitFlat,1,2,0,Melbourne Region,PRAHRAN,3181,2022-09-16T10:48:49,2-2-rae-court-prahran-vic-3181-16092519,-37.85695,145.002441
31,1100.0,VIC,ApartmentUnitFlat,2,2,2,Melbourne Region,ALBERT PARK,3206,2022-09-19T14:59:25,303-88-beaconsfield-parade-albert-park-vic-3206-16095682,-37.8472366,144.948151
32,725.0,VIC,House,1,2,0,Melbourne Region,RICHMOND,3121,2022-09-29T14:49:56,14-lesney-street-richmond-vic-3121-16111270,-37.82691,144.998688
33,1050.0,VIC,House,3,4,2,Melbourne Region,BENTLEIGH,3204,2022-09-21T10:35:35,147-patterson-road-bentleigh-vic-3204-16099099,-37.9268456,145.047379
34,620.0,VIC,Townhouse,2,3,1,Melbourne Region,MALVERN EAST,3145,2022-09-19T16:30:23,2-4-prior-rd-malvern-east-vic-3145-16096071,-37.8835068,145.086838
35,550.0,VIC,House,1,2,0,Melbourne Region,RICHMOND,3121,2022-09-28T15:35:20,20-davison-street-richmond-vic-3121-6782699,-37.8121529,145.008026
36,535.0,VIC,House,2,4,0,Eastern Suburbs,BAYSWATER,3153,2022-09-30T13:28:49,8-pindari-drive-bayswater-vic-3153-16113044,-37.85475,145.252548
37,430.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,BENTLEIGH EAST,3165,2022-09-16T17:00:51,6-27-gladwyn-avenue-bentleigh-east-vic-3165-15284183,-37.90997,145.058472
38,480.0,VIC,House,1,4,5,Melbourne Region,KEYSBOROUGH,3173,2022-09-26T15:09:04,41-balgowlah-avenue-keysborough-vic-3173-16104670,-37.98861,145.1721
39,540.0,VIC,House,2,4,0,Melbourne Region,OAKLEIGH,3166,2022-09-16T14:51:03,9-parer-street-oakleigh-vic-3166-16093353,-37.90934,145.097916
40,425.0,VIC,ApartmentUnitFlat,1,2,0,Melbourne Region,MURRUMBEENA,3163,2022-09-19T11:37:03,4-16-toward-street-murrumbeena-vic-3163-16094879,-37.89308,145.069962
41,320.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,NORTH MELBOURNE,3051,2022-09-21T13:10:43,101-96-curzon-street-north-melbourne-vic-3051-16099695,-37.8017273,144.948532
42,530.0,VIC,ApartmentUnitFlat,1,2,2,Eastern Suburbs,CAMBERWELL,3124,2022-09-21T16:52:46,4-11-allambee-avenue-camberwell-vic-3124-16100759,-37.8344421,145.074066
43,430.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,COLLINGWOOD,3066,2022-09-19T15:10:08,206-470-smith-street-collingwood-vic-3066-16095724,-37.79454,144.985321
44,930.0,VIC,House,3,5,2,Melbourne Region,BENTLEIGH,3204,2022-09-20T09:57:37,165-patterson-road-bentleigh-vic-3204-16096720,-37.9270859,145.049271
45,950.0,VIC,House,2,4,2,Melbourne Region,MOUNT MARTHA,3934,2022-09-30T13:45:03,71-balcombe-drive-mount-martha-vic-3934-16113110,-38.251976,145.06308
46,650.0,VIC,House,2,3,0,Melbourne Region,BRUNSWICK,3056,2022-09-19T11:04:46,2b-donald-street-brunswick-vic-3056-16094762,-37.7576637,144.964157
47,650.0,VIC,House,2,3,2,Melbourne Region,MOUNT WAVERLEY,3149,2022-09-20T16:35:22,3-kingsley-grove-mount-waverley-vic-3149-16098328,-37.8958435,145.125443
48,390.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,PORT MELBOURNE,3207,2022-09-27T17:19:46,7-2-graham-street-port-melbourne-vic-3207-16107609,-37.84331,144.9457
49,825.0,VIC,ApartmentUnitFlat,2,3,2,Melbourne Region,ARMADALE,3143,2022-09-28T18:23:55,19-60-wattletree-road-armadale-vic-3143-16109919,-37.8619232,145.021088
50,850.0,VIC,ApartmentUnitFlat,2,3,2,Melbourne Region,ARMADALE,3143,2022-09-21T16:47:46,303-960-high-street-armadale-vic-3143-16100725,-37.85555,145.019867
51,420.0,VIC,Townhouse,1,3,1,Melbourne Region,CLAYTON,3168,2022-09-28T14:37:59,4-28-banksia-street-clayton-vic-3168-16109082,-37.9164467,145.119141
52,320.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,ALPHINGTON,3078,2022-09-21T12:26:20,1-150-grange-road-alphington-vic-3078-16099545,-37.77087,145.026749
53,525.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,MELBOURNE,3004,2022-09-21T10:21:35,19-32-queens-road-melbourne-vic-3004-16099040,-37.8433838,144.976257
54,850.0,VIC,House,2,3,1,Melbourne Region,BRUNSWICK,3056,2022-09-15T15:37:41,3-allan-street-brunswick-vic-3056-16091524,-37.7728424,144.968781
55,590.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,ST KILDA,3182,2022-09-29T12:34:36,9-17-st-leondards-avenue-st-kilda-vic-3182-16110829,-37.86304,144.97789
56,850.0,VIC,House,2,2,0,Melbourne Region,RICHMOND,3121,2022-09-21T16:31:46,79-buckingham-street-richmond-vic-3121-16100639,-37.8138771,145.003983
57,650.0,VIC,House,1,2,2,Melbourne Region,RICHMOND,3121,2022-09-19T17:01:46,69-brighton-street-richmond-vic-3121-16096202,-37.82872,144.999283
58,595.0,VIC,House,2,2,2,Melbourne Region,PRESTON,3072,2022-09-26T11:59:54,110-raglan-street-preston-vic-3072-16103893,-37.7505035,145.0185
59,630.0,VIC,Townhouse,2,3,1,Melbourne Region,ASHWOOD,3147,2022-09-30T10:36:31,2-26-may-park-avenue-ashwood-vic-3147-16112429,-37.86777,145.097458
60,1100.0,VIC,Townhouse,2,3,2,Melbourne Region,HAMPTON,3188,2022-09-27T10:01:46,78a-teddington-road-hampton-vic-3188-16105795,-37.936615,145.022766
61,420.0,VIC,House,1,3,2,Northern Victoria,WODONGA,3690,2022-10-01T08:40:34,39-lawrence-street-wodonga-vic-3690-16114126,-36.1264839,146.900925
62,570.0,VIC,House,2,2,2,Melbourne Region,NEWTOWN,3220,2022-09-15T13:19:31,2-melville-avenue-newtown-vic-3220-16090991,-38.1479263,144.327545
63,410.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,ARMADALE,3143,2022-09-27T16:12:38,7-1-duncraig-avenue-armadale-vic-3143-16107324,-37.8616028,145.025284
64,465.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,RICHMOND,3121,2022-09-26T16:41:10,g01-8-carroll-street-richmond-vic-3121-16105144,-37.8226471,144.9943
65,810.0,VIC,Townhouse,3,3,2,Eastern Suburbs,CAMBERWELL,3124,2022-09-16T14:11:24,27-ellsworth-crescent-camberwell-vic-3124-16093229,-37.8412971,145.088455
66,420.0,VIC,House,2,4,1,Melbourne Region,ARMSTRONG CREEK,3217,2022-09-29T12:32:10,10-chucklecreek-lane-armstrong-creek-vic-3217-16110820,-38.23343,144.373978
67,1000.0,VIC,House,2,3,2,Eastern Suburbs,HAWTHORN EAST,3123,2022-09-21T09:00:41,33-broomfield-road-hawthorn-east-vic-3123-16098753,-37.831,145.045761
68,260.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,BRUNSWICK WEST,3055,2022-09-28T16:26:34,5-548-moreland-road-brunswick-west-vic-3055-16109592,-37.7521744,144.934586
69,570.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,WINDSOR,3181,2022-09-28T14:37:23,22-174-peel-street-windsor-vic-3181-16109077,-37.8562241,144.991531
70,700.0,VIC,ApartmentUnitFlat,2,3,1,Melbourne Region,MELBOURNE,3004,2022-09-15T16:06:56,32-632-st-kilda-road-melbourne-vic-3004-16091641,-37.854332,144.981277
71,650.0,VIC,Townhouse,2,4,2,Melbourne Region,OAKLEIGH EAST,3166,2022-09-15T15:10:28,3-14-carmichael-road-oakleigh-east-vic-3166-16091410,-37.8990555,145.113678
72,530.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,FOOTSCRAY,3011,2022-09-29T13:59:20,1109-2-joseph-road-footscray-vic-3011-15421439,-37.80033,144.909653
73,410.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,MALVERN EAST,3145,2022-09-30T10:42:00,2-413a-waverley-road-malvern-east-vic-3145-16112451,-37.8780975,145.067047
74,530.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,MELBOURNE,3004,2022-09-30T16:27:59,702-74-queens-road-melbourne-vic-3004-16113717,-37.85222,144.979584
75,575.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,MELBOURNE,3000,2022-09-29T15:50:45,1003-225-elizabeth-street-melbourne-vic-3000-16111540,-37.8132324,144.962311
76,650.0,VIC,ApartmentUnitFlat,2,3,2,Melbourne Region,ARMADALE,3143,2022-09-15T14:21:26,9-62-wattletree-road-armadale-vic-3143-16091210,-37.8616524,145.021484
77,500.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,NORTHCOTE,3070,2022-09-27T11:32:22,207-2-6-mccutcheon-street-northcote-vic-3070-15874383,-37.7679176,144.9998
78,550.0,VIC,House,1,3,1,Melbourne Region,PASCOE VALE,3044,2022-09-28T12:09:14,72-austin-crescent-pascoe-vale-vic-3044-16108578,-37.7234955,144.931015
79,750.0,VIC,ApartmentUnitFlat,2,3,2,Melbourne Region,CARLTON NORTH,3054,2022-09-21T11:39:37,29-1066-lygon-street-carlton-north-vic-3054-16099369,-37.7809334,144.970535
80,650.0,VIC,Townhouse,2,2,1,Melbourne Region,BRUNSWICK EAST,3057,2022-09-28T15:47:31,4-31-33-o-connor-street-brunswick-east-vic-3057-16109419,-37.773365,144.972977
81,650.0,VIC,ApartmentUnitFlat,2,2,1,Eastern Suburbs,HAWTHORN,3122,2022-09-20T09:24:32,304-708-burwood-rd-hawthorn-vic-3122-16096604,-37.824604,145.050552
82,420.0,VIC,ApartmentUnitFlat,1,2,1,Eastern Suburbs,HAWTHORN EAST,3123,2022-09-27T11:32:42,23-11-auburn-gr-hawthorn-east-vic-3123-16106129,-37.8253,145.046387
83,430.0,VIC,ApartmentUnitFlat,1,2,0,Melbourne Region,ST KILDA EAST,3183,2022-09-20T10:22:17,12-55-alexandra-street-st-kilda-east-vic-3183-16096796,-37.8644943,145.002914
84,515.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,RICHMOND,3121,2022-09-21T09:20:32,308-71-canterbury-street-richmond-vic-3121-14973757,-37.8258171,145.00647
85,1150.0,VIC,ApartmentUnitFlat,2,3,2,Melbourne Region,SOUTH YARRA,3141,2022-09-21T17:33:01,2-116-anderson-street-south-yarra-vic-3141-16100924,-37.8302956,144.98468
86,470.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,ST KILDA,3182,2022-09-26T14:17:06,304a-33-inkerman-st-st-kilda-vic-3182-16104398,-37.8643532,144.982956
87,560.0,VIC,House,1,5,4,Melbourne Region,ASHWOOD,3147,2022-09-16T09:56:27,10-katta-court-ashwood-vic-3147-16092329,-37.8707428,145.103409
88,550.0,VIC,Townhouse,1,3,1,Melbourne Region,PARKDALE,3195,2022-09-20T11:09:01,3-20-parkers-rd-parkdale-vic-3195-16096970,-37.9976921,145.076385
89,800.0,VIC,ApartmentUnitFlat,2,3,2,Melbourne Region,ARMADALE,3143,2022-09-21T09:48:50,102-8a-evergreen-mews-armadale-vic-3143-16098928,-37.8514061,145.013748
90,495.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,WINDSOR,3181,2022-09-28T12:40:05,304-152-peel-street-windsor-vic-3181-16108695,-37.8559875,144.990234
91,895.0,VIC,House,2,3,2,Melbourne Region,CAULFIELD SOUTH,3162,2022-09-29T17:41:18,20-sycamore-street-caulfield-south-vic-3162-16111960,-37.8893471,145.015884
92,290.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,ST KILDA EAST,3183,2022-09-20T16:28:59,27-4-wando-grove-st-kilda-east-vic-3183-16098295,-37.86111,145.008347
93,450.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,MALVERN,3144,2022-09-29T11:29:44,305-1200-high-street-malvern-vic-3144-15192944,-37.8565254,145.026978
94,1200.0,VIC,House,3,4,2,Melbourne Region,PRESTON,3072,2022-09-20T10:09:37,78-oakover-road-preston-vic-3072-16096755,-37.7486954,144.99144
95,580.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,MELBOURNE,3000,2022-09-24T15:37:44,3604-568-collins-street-melbourne-vic-3000-16102990,-37.8183746,144.955429
96,770.0,VIC,House,1,3,0,Melbourne Region,BURNLEY,3121,2022-09-27T10:00:58,15-gibdon-street-burnley-vic-3121-16105787,-37.82915,145.011139
97,260.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,BRUNSWICK WEST,3055,2022-09-29T22:35:11,19-552-moreland-road-brunswick-west-vic-3055-16112090,-37.7523346,144.934189
98,800.0,VIC,Townhouse,2,3,1,Melbourne Region,BRUNSWICK,3056,2022-09-29T15:02:35,71-amelia-street-brunswick-vic-3056-16111322,-37.7763939,144.9662
99,470.0,VIC,ApartmentUnitFlat,1,2,0,Melbourne Region,PORT MELBOURNE,3207,2022-09-15T22:37:16,4-71-esplanade-west-port-melbourne-vic-3207-16092101,-37.84029,144.94371
100,595.0,VIC,ApartmentUnitFlat,2,2,0,Melbourne Region,RICHMOND,3121,2022-09-30T14:30:23,304-27-dickmann-street-richmond-vic-3121-16113260,-37.82505,144.997482
101,1400.0,VIC,House,2,2,2,Melbourne Region,SOUTH YARRA,3141,2022-09-21T15:29:02,14-acland-street-south-yarra-vic-3141-16100335,-37.83336,144.9852
102,500.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,SOUTH YARRA,3141,2022-09-26T14:44:49,1212-35-malcolm-street-south-yarra-vic-3141-16104529,-37.8369675,144.99646
103,720.0,VIC,House,1,4,4,Eastern Suburbs,KEW,3101,2022-09-30T14:30:19,19-asquith-street-kew-vic-3101-16113258,-37.7979164,145.044144
104,750.0,VIC,Townhouse,2,4,1,Eastern Suburbs,CANTERBURY,3126,2022-09-21T12:07:40,2e-hopetoun-avenue-canterbury-vic-3126-16099464,-37.8230057,145.07663
105,410.0,VIC,Townhouse,2,4,2,Melbourne Region,WOLLERT,3750,2022-09-20T11:40:48,7-mahla-ave-wollert-vic-3750-14803288,-37.6235542,145.0377
106,1250.0,VIC,Townhouse,2,2,2,Melbourne Region,BRIGHTON EAST,3187,2022-09-26T10:20:53,20a-burwah-avenue-brighton-east-vic-3187-16103434,-37.9207573,145.0206
107,620.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,MELBOURNE,3004,2022-09-21T14:12:53,1310-450-st-kilda-road-melbourne-vic-3004-16099990,-37.83877,144.975571
108,435.0,VIC,Townhouse,2,3,2,Melbourne Region,CRANBOURNE,3977,2022-09-27T13:00:46,12-mccomb-lane-cranbourne-vic-3977-16106494,-38.11063,145.255692
109,340.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,CARNEGIE,3163,2022-09-19T11:59:36,3-25-shepparson-avenue-carnegie-vic-3163-16094973,-37.890152,145.057648
110,650.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,PORT MELBOURNE,3207,2022-09-22T11:20:40,17-120-princes-street-port-melbourne-vic-3207-16101214,-37.83905,144.936966
111,420.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,RICHMOND,3121,2022-09-21T17:28:14,607-253-bridge-road-richmond-vic-3121-16100906,-37.8183632,144.997955
112,600.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,MELBOURNE,3000,2022-09-25T20:52:32,1014-22-24-jane-bell-lane-melbourne-vic-3000-16103081,-37.81022,144.966263
113,275.0,VIC,ApartmentUnitFlat,1,1,0,Eastern Suburbs,HAWTHORN EAST,3123,2022-09-21T12:33:18,12-2-freeman-street-hawthorn-east-vic-3123-16099575,-37.8221664,145.051971
114,600.0,VIC,ApartmentUnitFlat,2,2,1,Eastern Suburbs,HAWTHORN,3122,2022-09-28T15:10:38,109-39-riversdale-road-hawthorn-vic-3122-16109227,-37.8277855,145.029312
115,850.0,VIC,Townhouse,2,3,2,Melbourne Region,PORT MELBOURNE,3207,2022-09-30T09:00:27,84-nott-street-port-melbourne-vic-3207-16112150,-37.8398933,144.939514
116,690.0,VIC,ApartmentUnitFlat,2,2,2,Melbourne Region,ARMADALE,3143,2022-09-26T12:10:42,604-8c-evergreen-mews-armadale-vic-3143-15223873,-37.8516769,145.014069
117,360.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,BENTLEIGH EAST,3165,2022-09-20T18:09:23,310-24-becket-avenue-bentleigh-east-vic-3165-16098565,-37.920887,145.05545
118,360.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,ST KILDA,3182,2022-09-20T10:28:56,6-50-fitzroy-street-st-kilda-vic-3182-16096820,-37.8599625,144.976364
119,875.0,VIC,ApartmentUnitFlat,2,2,2,Melbourne Region,SOUTH YARRA,3141,2022-09-26T11:31:06,3-1-alexandra-avenue-south-yarra-vic-3141-16103763,-37.8286743,144.985168
120,330.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,MURRUMBEENA,3163,2022-09-29T10:22:20,12-24-dunoon-street-murrumbeena-vic-3163-16110351,-37.8928223,145.067474
121,600.0,VIC,House,2,3,2,Eastern Suburbs,GLEN IRIS,3146,2022-09-20T09:35:28,385-burke-road-glen-iris-vic-3146-16096642,-37.849472,145.052887
122,620.0,VIC,House,2,2,1,Melbourne Region,SOUTH MELBOURNE,3205,2022-09-20T11:42:50,907-37-39-park-street-south-melbourne-vic-3205-15842582,-37.8334,144.969055
123,425.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,SOUTH MELBOURNE,3205,2022-09-16T16:08:41,406-75-palmerston-crescent-south-melbourne-vic-3205-16093654,-37.83546,144.969315
124,500.0,VIC,House,1,2,0,Melbourne Region,RICHMOND,3121,2022-09-19T16:21:05,34-abinger-street-richmond-vic-3121-16096038,-37.8204041,145.001144
125,485.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,NORTHCOTE,3070,2022-09-22T12:18:48,121-5-beavers-road-northcote-vic-3070-16088994,-37.76685,144.998459
126,440.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,CAULFIELD,3162,2022-09-29T16:21:45,5-1011-glen-huntly-road-caulfield-vic-3162-16111675,-37.8881264,145.0338
127,400.0,VIC,House,2,3,2,Melbourne Region,MANOR LAKES,3024,2022-09-19T16:07:49,51-spearmint-boulevard-manor-lakes-vic-3024-13582212,-37.863266,144.592377
128,300.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,ST KILDA EAST,3183,2022-09-28T17:44:29,8-9-celeste-court-st-kilda-east-vic-3183-16109885,-37.8627739,145.0091
129,500.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,RICHMOND,3121,2022-09-20T11:14:32,104-71-abinger-street-richmond-vic-3121-16096988,-37.8204575,145.004257
130,415.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,MELBOURNE,3000,2022-09-20T10:26:44,2503-7-katherine-place-melbourne-vic-3000-16096811,-37.8201866,144.956467
131,350.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,ARMADALE,3143,2022-09-16T09:35:54,16-2-armadale-street-armadale-vic-3143-16092266,-37.86053,145.018661
132,330.0,VIC,ApartmentUnitFlat,1,1,2,Melbourne Region,ST KILDA,3182,2022-09-26T16:09:02,1-3-7-sebastopol-street-st-kilda-vic-3182-16104975,-37.8643074,144.997116
133,650.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,MELBOURNE,3000,2022-09-30T18:36:25,1701-620-collins-street-melbourne-vic-3000-16114048,-37.81866,144.954346
134,450.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,WEST MELBOURNE,3003,2022-09-27T13:12:33,407-386-spencer-street-west-melbourne-vic-3003-16106534,-37.8113632,144.950882
135,430.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,MENTONE,3194,2022-09-16T15:37:37,2-41-albenca-street-mentone-vic-3194-15355277,-37.9779358,145.074127
136,390.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,HUGHESDALE,3166,2022-09-30T10:40:04,7-1344-dandenong-road-hughesdale-vic-3166-16112445,-37.8899574,145.081863
137,645.0,VIC,Townhouse,1,2,1,Melbourne Region,NORTHCOTE,3070,2022-09-26T11:14:01,9a-spencer-street-northcote-vic-3070-16103679,-37.7643623,144.996323
138,1050.0,VIC,House,2,4,1,Melbourne Region,BRUNSWICK,3056,2022-09-27T15:30:24,2-horne-street-brunswick-vic-3056-16107121,-37.7728577,144.969254
139,670.0,VIC,ApartmentUnitFlat,2,3,2,Melbourne Region,CARNEGIE,3163,2022-09-28T12:16:27,257-koornang-road-carnegie-vic-3163-16108611,-37.8962479,145.055481
140,480.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,PARKVILLE,3052,2022-09-28T14:12:38,815-91-galada-avenue-parkville-vic-3052-16108978,-37.7786179,144.9393
141,390.0,VIC,ApartmentUnitFlat,1,1,1,Eastern Suburbs,SURREY HILLS,3127,2022-09-26T11:30:55,g02-178-union-rd-surrey-hills-vic-3127-16103762,-37.82213,145.097778
142,650.0,VIC,Townhouse,2,3,2,Melbourne Region,DINGLEY VILLAGE,3172,2022-09-20T13:45:42,33a-marcus-road-dingley-village-vic-3172-16097552,-37.98205,145.133759
143,420.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,BRUNSWICK EAST,3057,2022-09-26T15:41:42,306-63-lygon-street-brunswick-east-vic-3057-16104850,-37.7771,144.970657
144,760.0,VIC,House,1,2,1,Melbourne Region,PORT MELBOURNE,3207,2022-09-30T13:58:33,60-spring-street-east-port-melbourne-vic-3207-16113151,-37.83627,144.946121
