rent_address,mall,min_distance,min_duration
40-atkinson-street-chadstone-vic-3148-16078388,Acland Court Shopping Centre,1536.63,162.67
15-21-tintern-avenue-toorak-vic-3142-16078352,Barrabool Hills Plaza,417.74,73.09
5-19-kireep-road-balwyn-vic-3103-16078337,206 Bourke Street,3613.53,392.89
2-3-jessie-street-northcote-vic-3070-16078331,206 Bourke Street,2357.95,283.42
1-128-male-street-brighton-vic-3186-16078323,206 Bourke Street,6286.37,651.09
105-field-street-clifton-hill-vic-3068-16078319,Acland Court Shopping Centre,3442.88,516.51
5-55-may-street-fitzroy-north-vic-3068-16078317,Acland Court Shopping Centre,2385.5,282.57
902-133-russell-st-melbourne-vic-3004-16078264,Brandon Park Shopping Centre,180.69,26.26
2-11-firth-street-doncaster-vic-3108-16078255,206 Bourke Street,687.2,114.08
7-165-power-street-hawthorn-vic-3122-16078252,Balnarring Village Shopping Centre,2947.85,342.69
2c-21-the-esplanade-st-kilda-vic-3182-16078204,206 Bourke Street,760.79,96.47
1505-250-elizabeth-street-melbourne-vic-3000-16078181,Brimbank Central Shopping Centre,81.25,9.22
122-hope-street-south-yarra-vic-3141-16078147,Brandon Park Shopping Centre,1940.51,221.6
309-77-queens-road-melbourne-vic-3004-15339268,Altona Gate Shopping Centre,2157.2,230.62
25-francis-street-coburg-vic-3058-16078116,206 Bourke Street,5904.25,567.78
310-350-victoria-street-north-melbourne-vic-3051-16078102,Birallee Village Shopping Centre,364.37,42.15
30-233-235-canterbury-road-st-kilda-west-vic-3182-16078085,206 Bourke Street,1343.48,152.99
11-taro-walk-rockbank-vic-3335-14953968,206 Bourke Street,8477.14,584.84
2-15-karen-street-highett-vic-3190-16078074,Balnarring Village Shopping Centre,372.24,71.39
112-1-danks-street-port-melbourne-vic-3207-16078056,Altona Gate Shopping Centre,2861.68,404.86
unit-13p-189-powlett-st-east-melbourne-vic-3002-16078040,Altona Gate Shopping Centre,1739.05,225.52
12-7-raglan-street-st-kilda-east-vic-3183-15298094,206 Bourke Street,1944.19,203.06
16-30-swindon-road-oakleigh-vic-3166-16078014,Balnarring Village Shopping Centre,617.93,114.03
1306-285-city-road-southbank-vic-3006-16077906,Brand Smart Premium Outlet Centre,1103.41,130.17
27-fellows-street-weir-views-vic-3338-15148214,Acland Court Shopping Centre,4939.66,455.55
1-262-beaconsfield-parade-middle-park-vic-3206-16077829,206 Bourke Street,2706.75,320.65
15-harrison-drive-noble-park-vic-3174-16077811,Altona Gate Shopping Centre,3967.14,354.26
31-bryson-street-canterbury-vic-3126-16077796,206 Bourke Street,2397.55,251.75
250a-stewart-street-brunswick-east-vic-3057-16053880,Acland Court Shopping Centre,2093.81,267.67
208-5-union-street-brunswick-vic-3056-16077779,206 Bourke Street,403.19,47.01
19-somerset-drive-keysborough-vic-3173-16077778,206 Bourke Street,1725.46,227.12
6-23-lansdowne-rd-st-kilda-east-vic-3183-16077748,Acland Court Shopping Centre,2284.75,223.63
4-woodward-street-springvale-vic-3171-16077724,206 Bourke Street,5386.08,560.23
3402-61-haig-street-southbank-vic-3006-15171750,Brand Smart Premium Outlet Centre,1047.39,139.42
26-agnew-st-brighton-east-vic-3187-16077710,206 Bourke Street,6155.62,693.38
2-227-chapel-street-prahran-vic-3181-16077707,Acland Court Shopping Centre,475.0,37.67
1-thurso-st-malvern-east-vic-3145-16077651,Altona Gate Shopping Centre,1712.03,237.79
5-20-anzac-street-carnegie-vic-3163-16077592,206 Bourke Street,948.07,134.32
12-1-rex-avenue-alphington-vic-3078-16077577,206 Bourke Street,2958.66,352.74
6-146-riversdale-road-hawthorn-vic-3122-16077570,206 Bourke Street,2117.68,194.57
805-288-albert-street-brunswick-vic-3056-16077559,206 Bourke Street,1028.08,126.02
3-9-eddy-street-camberwell-vic-3124-13411639,Acland Court Shopping Centre,2473.78,212.36
402-49-beach-street-port-melbourne-vic-3207-16077546,Balnarring Village Shopping Centre,2987.65,448.83
5-whitehorse-road-deepdene-vic-3103-16077539,206 Bourke Street,2340.55,319.33
222-138-glen-eira-road-elsternwick-vic-3185-16077536,206 Bourke Street,2309.92,265.1
716-15-clifton-street-prahran-vic-3181-16077503,Acland Court Shopping Centre,676.58,75.41
7-38a-kensington-road-south-yarra-vic-3141-16077489,Balnarring Village Shopping Centre,1031.86,161.32
7-717-toorak-road-kooyong-vic-3144-16077474,Altona Gate Shopping Centre,1165.85,170.89
101-567-glenferrie-road-hawthorn-vic-3122-16077459,206 Bourke Street,2738.64,239.05
3-16-oakleigh-road-carnegie-vic-3163-16077422,206 Bourke Street,2452.6,221.21
3-74-cutter-street-richmond-vic-3121-16077345,Barkly Square,2461.6,313.1
353-neerim-rd-carnegie-vic-3163-16077333,206 Bourke Street,926.25,100.4
17-charles-street-st-kilda-vic-3182-14025729,206 Bourke Street,1643.61,190.65
6-emerald-street-south-melbourne-vic-3205-16077214,Barkly Square,1845.63,279.73
401-269-stewart-street-brunswick-east-vic-3057-16077186,Acland Court Shopping Centre,2099.2,274.37
2003-7-yarra-street-south-yarra-vic-3141-16077173,Berwick Marketplace,555.04,64.46
2-52-alma-road-st-kilda-vic-3182-16077137,206 Bourke Street,1424.94,172.25
4-48-william-street-glenroy-vic-3046-16077047,206 Bourke Street,3567.46,431.57
6-batt-avenue-wodonga-vic-3690-16077045,Altona Gate Shopping Centre,995.98,141.74
18-viewpoint-road-balwyn-north-vic-3104-16077031,206 Bourke Street,4211.24,436.62
2-48-station-street-burwood-vic-3125-16077011,206 Bourke Street,2590.11,274.2
2-45-cornell-street-camberwell-vic-3124-16077007,206 Bourke Street,5191.35,509.51
64-little-charles-street-abbotsford-vic-3067-16077006,Barrabool Hills Plaza,2665.35,315.78
19-balmoral-place-south-yarra-vic-3141-16077000,Altona Gate Shopping Centre,414.41,54.43
1811-8-marmion-pl-docklands-vic-3008-16076987,Broadmeadows Shopping Centre,404.85,66.42
8-66-bent-street-mckinnon-vic-3204-16076976,206 Bourke Street,4494.26,411.29
89-elizabeth-street-richmond-vic-3121-16076960,Belmont Village,2079.35,249.7
99-grange-road-toorak-vic-3142-16076958,Balnarring Village Shopping Centre,1168.44,121.31
4-209-domain-road-south-yarra-vic-3141-16076900,Brand Smart Premium Outlet Centre,1641.04,167.56
2205-22-24-jane-bell-lane-melbourne-vic-3000-16076879,Birallee Village Shopping Centre,378.36,57.7
7-213-219-brunswick-road-brunswick-vic-3056-16076842,206 Bourke Street,433.71,63.28
2-12-oxford-street-box-hill-vic-3128-16076810,206 Bourke Street,794.81,101.97
9-15-rankins-lane-melbourne-vic-3000-16076773,Brimbank Central Shopping Centre,530.82,97.41
2-42-hopetoun-avenue-canterbury-vic-3126-16076732,206 Bourke Street,2825.15,323.22
562-waterdale-rd-heidelberg-heights-vic-3081-16076688,Acland Court Shopping Centre,2554.29,270.53
9-harold-street-thornbury-vic-3071-16076652,Acland Court Shopping Centre,1827.57,204.85
14a-geel-street-bentleigh-vic-3204-16076602,Acland Court Shopping Centre,2978.89,355.79
2-24-power-street-dandenong-vic-3175-15185470,206 Bourke Street,1075.84,169.49
14-harcourt-ave-caulfield-vic-3162-16076560,Acland Court Shopping Centre,3040.14,283.86
1209-8-pearl-river-rd-docklands-vic-3008-16076547,Braybrook Shopping Centre,386.85,63.22
2-230-ferrars-street-south-melbourne-vic-3205-16076498,Barkly Square,1619.96,251.22
3510-442-elizabeth-st-melbourne-vic-3000-16076491,Belmont Village,486.01,66.58
7-woolert-street-ashwood-vic-3147-16076375,Acland Court Shopping Centre,1665.23,212.88
2-24-tennyson-street-elwood-vic-3184-16076374,206 Bourke Street,1398.68,200.59
8-grey-street-coburg-vic-3058-16076345,206 Bourke Street,1139.73,122.36
604-8-burnley-street-richmond-vic-3121-16076303,Altona Gate Shopping Centre,778.4,116.68
201-65-dudley-street-west-melbourne-vic-3003-16076288,Box Hill Central,725.22,100.72
104-150-clarendon-street-east-melbourne-vic-3002-16076278,Altona Gate Shopping Centre,1522.96,209.98
2-peter-street-doncaster-east-vic-3109-16076246,Altona Gate Shopping Centre,3382.71,392.87
315-188-peel-street-north-melbourne-vic-3051-16076223,Birallee Village Shopping Centre,534.28,59.99
1-17-sebastopol-street-caulfield-north-vic-3161-16076196,Acland Court Shopping Centre,1865.06,228.91
5-1-st-georges-road-toorak-vic-3142-16076186,Barrabool Hills Plaza,945.79,94.51
101-6-percy-place-prahran-vic-3181-16076172,Acland Court Shopping Centre,1102.19,124.36
16-667-glenhuntly-road-caulfield-vic-3162-15930196,Acland Court Shopping Centre,3751.72,322.69
2004-288-spencer-street-melbourne-vic-3000-16076141,Box Hill Central,524.17,87.88
