rent_address,mall,min_distance,min_duration
202a-441-lonsdale-street-melbourne-vic-3000-16090002,Brimbank Central Shopping Centre,541.65,67.55
3-51-james-street-prahran-vic-3181-16090001,Acland Court Shopping Centre,1239.3,129.38
1510-1-freshwater-place-southbank-vic-3006-16089972,Brand Smart Premium Outlet Centre,1787.62,264.79
4-21-rosebank-avenue-ringwood-north-vic-3134-16089933,206 Bourke Street,2091.82,241.83
304-2-6-duckett-street-brunswick-vic-3056-16089922,206 Bourke Street,1698.0,206.76
2-21-rosebank-avenue-ringwood-north-vic-3134-16089919,206 Bourke Street,2091.82,241.83
3-21-rosebank-avenue-ringwood-north-vic-3134-16089894,206 Bourke Street,2091.82,241.83
113-392-st-georges-road-fitzroy-north-vic-3068-16089889,Acland Court Shopping Centre,2164.97,236.94
3-84-winfield-road-balwyn-north-vic-3104-16089860,Altona Gate Shopping Centre,3670.03,373.47
503-75-wellington-street-collingwood-vic-3066-16089857,Altona Gate Shopping Centre,1920.76,237.56
1-21-rosebank-avenue-ringwood-north-vic-3134-16089852,206 Bourke Street,2091.82,241.83
1701-18-claremont-street-south-yarra-vic-3141-16089739,Bourke Street Mall,1050.65,141.85
205-16-18-grey-street-st-kilda-vic-3182-16089700,206 Bourke Street,1136.86,123.06
24-spencer-rd-camberwell-vic-3124-16089697,206 Bourke Street,1293.03,142.26
73a-castlewood-street-bentleigh-east-vic-3165-16089696,206 Bourke Street,3536.54,393.27
8-2-murray-street-thornbury-vic-3071-16089692,Altona Gate Shopping Centre,2108.26,273.88
1-47-oakwood-avenue-dandenong-north-vic-3175-16089665,206 Bourke Street,3676.85,390.67
7-11-truganini-road-carnegie-vic-3163-16089644,206 Bourke Street,898.85,86.2
51-duke-street-richmond-vic-3121-16089558,Barrabool Hills Plaza,1988.4,251.18
605-70-stanley-street-collingwood-vic-3066-16089493,Balnarring Village Shopping Centre,2279.43,297.15
804-7-evergreen-mews-armadale-vic-3143-16089480,Barrabool Hills Plaza,1774.23,189.15
128-thomas-mitchell-drive-wodonga-vic-3690-16089463,206 Bourke Street,903.67,157.83
4-16-18-shaftesbury-avenue-malvern-vic-3144-16089440,Balnarring Village Shopping Centre,1636.02,184.44
303-79-81-asling-street-brighton-vic-3186-16089433,206 Bourke Street,4394.21,498.96
18-41-northcote-ave-caulfield-north-vic-3161-16089431,Acland Court Shopping Centre,1960.82,233.39
11-91-mathoura-road-toorak-vic-3142-16089349,Barrabool Hills Plaza,252.13,25.93
57-243-collins-street-melbourne-vic-3000-16089287,Balnarring Village Shopping Centre,371.16,47.37
6-58-leila-road-carnegie-vic-3163-16089254,206 Bourke Street,2381.9,217.77
2311-601-little-lonsdale-street-melbourne-vic-3000-16089250,Box Hill Central,561.5,86.11
212-363-beaconsfield-parade-st-kilda-west-vic-3182-16089242,206 Bourke Street,1475.78,200.79
504-1-danks-street-west-port-melbourne-vic-3207-16089226,Altona Gate Shopping Centre,2861.68,404.86
1-59-chapman-street-north-melbourne-vic-3051-16089219,Birallee Village Shopping Centre,2145.32,230.21
108-14-david-street-richmond-vic-3121-16089176,Balnarring Village Shopping Centre,1312.35,172.01
219-528-swanston-street-carlton-vic-3053-16089175,Bendigo Marketplace,1083.17,146.99
204-55-wellington-street-st-kilda-vic-3182-16089144,Acland Court Shopping Centre,1787.54,223.64
804-50-claremont-street-south-yarra-vic-3141-16089126,Bourke Street Mall,912.97,117.07
5-washington-drive-oakleigh-south-vic-3167-16089108,206 Bourke Street,5972.36,711.44
6-jaques-grove-forest-hill-vic-3131-16089098,Altona Gate Shopping Centre,1221.0,159.3
1-263-lennox-street-richmond-vic-3121-16089089,Bourke Street Mall,2033.49,235.47
9-600-station-street-carlton-north-vic-3054-16089028,206 Bourke Street,1947.37,224.52
115b-collins-street-thornbury-vic-3071-16089002,Acland Court Shopping Centre,2520.6,274.11
41-haines-street-hawthorn-vic-3122-16089000,206 Bourke Street,2591.07,285.14
18-570-glenferrie-road-hawthorn-vic-3122-16088949,206 Bourke Street,2728.95,238.35
2-ashby-court-chadstone-vic-3148-16088924,Acland Court Shopping Centre,2346.03,237.0
52-sutherland-street-brunswick-vic-3056-16088853,206 Bourke Street,2476.14,286.61
108-10-bromham-place-richmond-vic-3121-16088846,Bayside Shopping Centre,2416.72,292.33
3-50-magnolia-road-gardenvale-vic-3185-16088805,Balnarring Village Shopping Centre,4942.29,462.8
1-77-darling-rd-malvern-east-vic-3145-16088796,206 Bourke Street,1753.98,172.6
17-677-park-street-brunswick-vic-3056-16088786,206 Bourke Street,936.32,109.41
2-39-morrah-st-parkville-vic-3052-15056186,Birallee Village Shopping Centre,1946.34,250.94
53-hillside-street-springvale-vic-3171-16088757,Acland Court Shopping Centre,2704.24,330.33
4-73-edgar-st-north-glen-iris-vic-3146-16088705,Balnarring Village Shopping Centre,1301.2,154.93
6-51-ruskin-street-elwood-vic-3184-16088690,206 Bourke Street,1270.54,159.36
724-inkerman-road-caulfield-north-vic-3161-16088678,Acland Court Shopping Centre,1647.22,187.9
27-4-victoria-street-windsor-vic-3181-11761425,Acland Court Shopping Centre,1199.3,141.41
7-10-austin-avenue-elwood-vic-3184-16088641,206 Bourke Street,2594.75,265.55
2-5-gilsland-road-murrumbeena-vic-3163-16088625,Acland Court Shopping Centre,1582.86,290.4
1-22-clapham-road-hughesdale-vic-3166-15657634,Balnarring Village Shopping Centre,1210.17,168.99
32-jeffers-street-noble-park-vic-3174-16088597,206 Bourke Street,4020.03,449.95
11-52-pender-street-thornbury-vic-3071-16088581,Barkly Square,2609.07,322.83
9-65-westbury-street-st-kilda-east-vic-3183-16088571,206 Bourke Street,2105.12,202.35
2-36-barkly-street-st-kilda-vic-3182-16088568,206 Bourke Street,1100.05,119.11
2-28-shepparson-avenue-carnegie-vic-3163-16088563,206 Bourke Street,753.8,86.0
106-119-turner-street-abbotsford-vic-3067-16088557,Acland Court Shopping Centre,3389.11,368.65
104-285-city-road-southbank-vic-3006-16088546,Brand Smart Premium Outlet Centre,1103.41,130.17
408-5-union-street-brunswick-vic-3056-16088527,206 Bourke Street,399.54,46.72
7-53-59-millswyn-street-south-yarra-vic-3141-16088496,Brandon Park Shopping Centre,1681.56,184.08
501-14-20-nicholson-street-coburg-vic-3058-16088479,Acland Court Shopping Centre,3218.33,336.15
8-32-34-adams-street-south-yarra-vic-3141-16088477,Braybrook Shopping Centre,1868.11,196.66
g3-2a-henry-street-windsor-vic-3181-16088449,Acland Court Shopping Centre,1779.43,200.19
32-fourth-street-parkdale-vic-3195-16088448,Balnarring Village Shopping Centre,782.81,96.53
po9p-191-powlett-street-east-melbourne-vic-3002-16088441,Altona Gate Shopping Centre,1705.42,217.44
803-6-st-kilda-road-st-kilda-vic-3182-16088439,206 Bourke Street,1618.53,189.27
1102a-glen-huntly-road-glen-huntly-vic-3163-16088434,Acland Court Shopping Centre,1892.74,205.9
2-15-parring-road-balwyn-vic-3103-16088426,206 Bourke Street,3424.13,351.88
48-183-city-road-southbank-vic-3006-16088421,Brand Smart Premium Outlet Centre,1499.84,193.44
11-lowerson-way-wodonga-vic-3690-16088390,Altona Gate Shopping Centre,1057.22,184.16
705-148-wells-street-south-melbourne-vic-3205-16088385,Bayside Shopping Centre,2053.64,256.52
33-swanson-crescent-chadstone-vic-3148-16088383,Acland Court Shopping Centre,1937.75,204.63
8-39-heller-street-brunswick-west-vic-3055-16088313,206 Bourke Street,1429.97,141.32
51-thomas-street-windsor-vic-3181-16088312,Acland Court Shopping Centre,1132.2,131.56
15-everest-cres-olinda-vic-3788-16088310,Acland Court Shopping Centre,12895.66,1019.04
75-noble-street-newtown-vic-3220-16088286,Altona Gate Shopping Centre,2017.29,227.7
