rent_address,mall,min_distance,min_duration
714-20-shamrock-street-abbotsford-vic-3067-16083651,Acland Court Shopping Centre,1124.89,171.45
2a-stephens-street-caulfield-vic-3162-16083642,Acland Court Shopping Centre,1627.45,203.35
2-193-bambra-road-caulfield-south-vic-3162-16083583,206 Bourke Street,2985.63,277.98
1-36-burnley-street-richmond-vic-3121-16083578,Barkly Square,1384.87,177.62
30-goulburn-way-eynesbury-vic-3338-16083577,Altona Gate Shopping Centre,15205.12,1044.72
3-59-avoca-street-south-yarra-vic-3141-16083571,Bourke Street Mall,994.59,127.5
4-melrose-street-mont-albert-north-vic-3129-16083561,206 Bourke Street,2242.84,340.05
19-baker-street-richmond-vic-3121-16083535,Balnarring Village Shopping Centre,1525.43,181.27
1-1204-glen-huntly-road-glen-huntly-vic-3163-16083529,206 Bourke Street,1899.48,172.45
2a-anderson-street-bentleigh-vic-3204-16083500,Acland Court Shopping Centre,2850.3,351.57
504-1-olive-york-way-brunswick-west-vic-3055-15727179,Acland Court Shopping Centre,2412.23,268.35
313-15-bond-street-caulfield-vic-3162-16083470,Acland Court Shopping Centre,800.96,134.37
1-28-wilgah-street-st-kilda-east-vic-3183-16083469,Acland Court Shopping Centre,2634.54,257.09
2-117-tennyson-street-elwood-vic-3184-16083454,206 Bourke Street,2716.48,282.5
105-26-barkly-street-brunswick-east-vic-3057-16083390,206 Bourke Street,1290.44,201.28
31-55-hotham-street-st-kilda-east-vic-3183-16083388,206 Bourke Street,2324.97,217.11
4-23-albert-street-east-melbourne-vic-3002-16083380,Altona Gate Shopping Centre,748.58,118.37
2-36-crisp-st-hampton-vic-3188-16083355,206 Bourke Street,3681.21,387.46
13-warburton-road-camberwell-vic-3124-16083344,206 Bourke Street,1702.97,248.31
1-salford-avenue-balwyn-vic-3103-16083324,206 Bourke Street,3627.21,380.56
612-30-burnley-street-richmond-vic-3121-16083288,Balnarring Village Shopping Centre,898.47,124.61
314-284-highett-rd-highett-vic-3190-16083284,206 Bourke Street,107.27,13.7
2-610-neerim-road-hughesdale-vic-3166-15940344,Acland Court Shopping Centre,1236.26,232.53
92-brunswick-road-brunswick-vic-3056-16083215,206 Bourke Street,625.38,85.65
2-22-carr-street-brighton-east-vic-3187-16083096,Acland Court Shopping Centre,3062.49,428.94
902-627-victoria-street-abbotsford-vic-3067-16083095,Altona Gate Shopping Centre,874.61,137.82
133-ramsden-street-clifton-hill-vic-3068-16083078,Acland Court Shopping Centre,3282.46,488.86
3-47-wellington-street-geelong-west-vic-3218-16082980,Acland Court Shopping Centre,256.82,55.0
3-113-osborne-street-south-yarra-vic-3141-16082959,Bentons Square Shopping Centre,957.07,110.46
514-6-acacia-place-abbotsford-vic-3067-16082921,Altona Gate Shopping Centre,402.2,77.53
4-165-clarke-street-northcote-vic-3070-16082860,206 Bourke Street,1260.66,170.15
112a-bluff-road-black-rock-vic-3193-16082856,206 Bourke Street,4293.46,319.54
47-gilbert-road-preston-vic-3072-16082846,Balnarring Village Shopping Centre,2200.65,218.66
10-10-larbert-road-noble-park-vic-3174-16082810,206 Bourke Street,4494.32,486.62
410-92-maroondah-highway-ringwood-vic-3134-16082788,Acland Court Shopping Centre,558.64,82.56
390-duke-street-sunshine-north-vic-3020-15333130,206 Bourke Street,3093.36,262.82
26-huon-street-wodonga-vic-3690-16082752,Altona Gate Shopping Centre,1485.39,202.73
12-70-edgar-street-north-glen-iris-vic-3146-16082708,Balnarring Village Shopping Centre,1406.63,188.81
208-34-union-street-brunswick-vic-3056-16082673,206 Bourke Street,574.0,68.7
509a-1-acacia-place-abbotsford-vic-3067-16082671,Altona Gate Shopping Centre,383.59,73.07
136-richardson-street-albert-park-vic-3206-16082666,Altona Gate Shopping Centre,3312.14,405.11
2-49-osborne-avenue-glen-iris-vic-3146-16082650,Balnarring Village Shopping Centre,1755.38,176.8
64-ferguson-street-upwey-vic-3158-16082642,206 Bourke Street,8221.77,815.77
1a-ogilvie-st-essendon-vic-3040-16082587,Barrabool Hills Plaza,4145.47,420.66
602-118-franklin-street-melbourne-vic-3000-16082578,Belmont Village,643.05,84.44
g01-97-beach-road-mentone-vic-3194-16082520,Balnarring Village Shopping Centre,2396.78,219.47
14-grosvenor-road-glen-iris-vic-3146-16082500,Balnarring Village Shopping Centre,747.5,75.34
336-70-batesford-road-chadstone-vic-3148-15375409,Acland Court Shopping Centre,443.06,60.91
34c-rose-street-armadale-vic-3143-16082480,Bayside Shopping Centre,1758.36,198.36
1-29-arthur-street-coburg-north-vic-3058-16082466,206 Bourke Street,977.45,153.8
14-park-street-fitzroy-north-vic-3068-16082451,206 Bourke Street,2703.02,364.34
2-28-milton-street-canterbury-vic-3126-15364268,206 Bourke Street,2064.63,233.76
22l-378-390-st-georges-road-fitzroy-north-vic-3068-16082386,Acland Court Shopping Centre,2192.28,239.84
15-10-davies-street-brunswick-vic-3056-16082384,206 Bourke Street,2436.35,290.01
67-florizel-street-glen-iris-vic-3146-16082373,Balnarring Village Shopping Centre,3465.95,381.5
1112-333-351-exhibition-street-melbourne-vic-3000-16082372,Braybrook Shopping Centre,698.41,115.87
