rent_address,mall,min_distance,min_duration
12-mccomb-lane-cranbourne-vic-3977-16106494,Acland Court Shopping Centre,2704.51,302.24
3-25-shepparson-avenue-carnegie-vic-3163-16094973,206 Bourke Street,737.97,84.1
17-120-princes-street-port-melbourne-vic-3207-16101214,Balnarring Village Shopping Centre,2609.94,391.56
607-253-bridge-road-richmond-vic-3121-16100906,Bellpost Shopping Centre,2221.21,261.03
1014-22-24-jane-bell-lane-melbourne-vic-3000-16103081,Bendigo Marketplace,378.36,57.7
12-2-freeman-street-hawthorn-east-vic-3123-16099575,206 Bourke Street,1344.96,157.67
109-39-riversdale-road-hawthorn-vic-3122-16109227,206 Bourke Street,2957.69,254.82
84-nott-street-port-melbourne-vic-3207-16112150,Balnarring Village Shopping Centre,2869.99,405.88
604-8c-evergreen-mews-armadale-vic-3143-15223873,Barrabool Hills Plaza,1774.23,189.15
310-24-becket-avenue-bentleigh-east-vic-3165-16098565,Acland Court Shopping Centre,4554.18,472.53
6-50-fitzroy-street-st-kilda-vic-3182-16096820,206 Bourke Street,1268.94,147.55
3-1-alexandra-avenue-south-yarra-vic-3141-16103763,Burnside Hub,1638.9,207.43
