,rent_address,mall,min_distance,min_duration,postcode,price
773,7-6-ripon-grove-elsternwick-vic-3185-16100128,206 Bourke Street,3126.52,370.76,3185,340.0
774,504-415-glen-huntly-road-elsternwick-vic-3185-16107407,206 Bourke Street,3452.76,353.87,3185,399.0
775,78-allison-road-elsternwick-vic-3185-16092486,Acland Court Shopping Centre,3367.66,339.69,3185,730.0
776,4-44-clarence-street-elsternwick-vic-3185-16110408,206 Bourke Street,4311.42,403.69,3185,350.0
777,26-clarence-street-elsternwick-vic-3185-12646931,206 Bourke Street,4429.17,457.73,3185,850.0
778,311-7-nepean-highway-elsternwick-vic-3185-16099376,206 Bourke Street,2997.45,333.02,3185,420.0
779,2-9-oak-grove-ripponlea-vic-3185-16100046,206 Bourke Street,2233.11,270.66,3185,380.0
780,4-22-allison-road-elsternwick-vic-3185-11212197,206 Bourke Street,3552.56,373.93,3185,450.0
781,1-540-glenhuntly-road-elsternwick-vic-3185-12838412,206 Bourke Street,3746.67,364.48,3185,345.0
782,4-22-magnolia-road-gardenvale-vic-3185-16109985,Barkly Square,5204.61,464.38,3185,245.0
783,3-21-brickwood-st-brighton-vic-3186-16109290,206 Bourke Street,4192.36,486.42,3186,510.0
784,10-26-warleigh-grove-brighton-vic-3186-16111350,206 Bourke Street,5748.7,606.67,3186,595.0
785,1-huntley-street-brighton-vic-3186-16110309,206 Bourke Street,3008.62,340.62,3186,1150.0
786,2-876-hampton-street-brighton-vic-3186-16109894,Barkly Square,5923.28,648.03,3186,650.0
787,145a-church-street-brighton-vic-3186-16108276,Balnarring Village Shopping Centre,5949.85,704.23,3186,595.0
788,101-67-well-street-brighton-vic-3186-16091137,Balnarring Village Shopping Centre,5773.5,691.06,3186,1450.0
789,5-297-st-kilda-street-brighton-vic-3186-16092184,206 Bourke Street,4811.97,511.33,3186,450.0
790,310-380-bay-street-brighton-vic-3186-16097678,Barkly Square,5682.32,738.1,3186,675.0
791,33-campbell-street-brighton-vic-3186-16104223,206 Bourke Street,4521.35,459.6,3186,1020.0
792,4-14-enfield-road-brighton-vic-3186-16106550,206 Bourke Street,6021.38,640.62,3186,450.0
793,8-yuille-street-brighton-vic-3186-16105002,Acland Court Shopping Centre,5800.61,544.28,3186,870.0
794,148-bay-street-brighton-vic-3186-16111243,206 Bourke Street,5341.99,525.0,3186,1200.0
795,107-7-9-cowra-street-brighton-vic-3186-16103475,Barkly Square,5606.65,748.28,3186,600.0
796,5-32-bay-street-brighton-vic-3186-16104811,206 Bourke Street,4641.23,499.66,3186,810.0
797,238a-were-street-brighton-east-vic-3187-16110215,Acland Court Shopping Centre,4633.66,480.27,3187,1699.0
798,2-10-alford-street-brighton-east-vic-3187-16094684,206 Bourke Street,5886.9,651.31,3187,620.0
799,26-cummins-road-brighton-east-vic-3187-16105212,Acland Court Shopping Centre,2648.26,364.97,3187,690.0
800,20a-burwah-avenue-brighton-east-vic-3187-16103434,Acland Court Shopping Centre,3633.55,468.12,3187,1250.0
801,2-mayrose-crescent-brighton-east-vic-3187-16103263,Altona Gate Shopping Centre,5827.06,530.46,3187,1090.0
802,16a-plunket-street-brighton-east-vic-3187-16099058,Acland Court Shopping Centre,4132.85,502.94,3187,1400.0
803,2b-parker-st-brighton-east-vic-3187-16091552,Acland Court Shopping Centre,3991.75,501.84,3187,975.0
804,207-2-willis-lane-hampton-east-vic-3188-16093050,Acland Court Shopping Centre,5369.28,540.12,3188,320.0
805,6-518-bluff-rd-hampton-vic-3188-16103170,Acland Court Shopping Centre,2803.78,297.97,3188,350.0
806,209-427-hampton-street-hampton-vic-3188-16108518,Acland Court Shopping Centre,4945.07,472.46,3188,350.0
807,78a-teddington-road-hampton-vic-3188-16105795,Acland Court Shopping Centre,2894.34,309.86,3188,1100.0
808,316b-south-road-hampton-east-vic-3188-16101248,206 Bourke Street,2281.17,330.76,3188,900.0
809,g01-43-crisp-street-hampton-vic-3188-16104598,206 Bourke Street,3576.84,362.41,3188,1200.0
810,5-45-grenville-street-hampton-vic-3188-16094685,Acland Court Shopping Centre,5112.89,494.93,3188,795.0
811,22a-tweed-st-highett-vic-3190-16103736,206 Bourke Street,1607.11,221.12,3190,770.0
812,205-6-dart-street-highett-vic-3190-16096414,206 Bourke Street,361.69,45.58,3190,480.0
813,46a-46b-turner-road-highett-vic-3190-16109315,206 Bourke Street,1431.08,208.53,3190,995.0
814,208-20-station-street-highett-vic-3190-16092254,206 Bourke Street,324.3,57.89,3190,500.0
815,49-spring-road-highett-vic-3190-16111073,Acland Court Shopping Centre,1281.61,194.41,3190,495.0
816,8-grange-road-sandringham-vic-3191-15431555,206 Bourke Street,3066.69,283.07,3191,1300.0
817,4-264-bluff-road-sandringham-vic-3191-16092529,206 Bourke Street,2877.05,206.91,3191,550.0
818,803-222-bay-road-sandringham-vic-3191-16103691,206 Bourke Street,2171.96,220.96,3191,390.0
819,3-188-bay-road-sandringham-vic-3191-16112438,206 Bourke Street,2645.14,198.59,3191,630.0
820,19-norwood-st-sandringham-vic-3191-16094744,206 Bourke Street,3971.58,329.4,3191,1500.0
821,201-26-30-waltham-street-sandringham-vic-3191-16102732,206 Bourke Street,3893.34,326.11,3191,500.0
822,124-abbott-st-sandringham-vic-3191-16111338,206 Bourke Street,2698.35,205.86,3191,795.0
823,217-222-bay-road-sandringham-vic-3191-16103690,206 Bourke Street,2171.96,220.96,3191,390.0
824,3-198-bluff-road-sandringham-vic-3191-16100496,206 Bourke Street,3367.01,253.85,3191,420.0
825,610-2-6-railway-road-cheltenham-vic-3192-16092472,206 Bourke Street,1555.12,275.44,3192,450.0
826,6-fairview-drive-cheltenham-vic-3192-16111130,Altona Gate Shopping Centre,1732.83,344.62,3192,795.0
827,6-mckay-avenue-black-rock-vic-3193-16110627,206 Bourke Street,3988.65,313.13,3193,850.0
828,72b-ardoyne-st-black-rock-vic-3193-16109670,Acland Court Shopping Centre,5317.89,577.45,3193,1200.0
829,17-fourth-street-black-rock-vic-3193-16108263,Altona Gate Shopping Centre,5524.14,570.82,3193,1100.0
830,3-529-balcombe-rd-black-rock-vic-3193-16100369,206 Bourke Street,5701.62,451.83,3193,550.0
831,1-26-patty-street-mentone-vic-3194-16106737,Altona Gate Shopping Centre,2487.74,370.31,3194,460.0
832,23-milan-street-mentone-vic-3194-16094642,Balnarring Village Shopping Centre,3287.96,331.04,3194,1300.0
833,2-41-albenca-street-mentone-vic-3194-15355277,206 Bourke Street,854.91,175.26,3194,430.0
834,3-119-mcdonald-st-mordialloc-vic-3195-16111302,Acland Court Shopping Centre,1682.37,234.29,3195,370.0
835,40-kokoda-place-mordialloc-vic-3195-16096229,206 Bourke Street,723.47,124.28,3195,550.0
836,3-20-parkers-rd-parkdale-vic-3195-16096970,206 Bourke Street,1791.58,206.04,3195,550.0
837,14-rosella-road-parkdale-vic-3195-16103628,206 Bourke Street,1237.12,160.27,3195,1100.0
838,40-berry-avenue-edithvale-vic-3196-16105305,206 Bourke Street,5130.8,526.95,3196,575.0
839,10-216-station-street-edithvale-vic-3196-14486078,206 Bourke Street,3960.59,414.88,3196,440.0
840,5-8-10-turakina-avenue-edithvale-vic-3196-16104021,206 Bourke Street,4252.27,471.09,3196,350.0
841,2-62-screen-street-frankston-vic-3199-16094995,206 Bourke Street,1923.54,328.8,3199,440.0
842,44-bushlark-drive-carrum-downs-vic-3201-16097673,206 Bourke Street,3168.28,303.73,3201,480.0
843,2-45-queen-street-ormond-vic-3204-16101296,Acland Court Shopping Centre,3795.99,379.93,3204,1200.0
844,2-7-ormond-road-ormond-vic-3204-16096904,206 Bourke Street,3241.16,313.11,3204,575.0
845,1-210-tucker-road-bentleigh-vic-3204-16103255,206 Bourke Street,4746.94,482.69,3204,650.0
846,2-9-lillimur-road-ormond-vic-3204-16107547,206 Bourke Street,3624.61,330.11,3204,300.0
847,g07-3-claire-street-mckinnon-vic-3204-15478778,206 Bourke Street,4439.33,401.92,3204,560.0
848,8-bevan-street-ormond-vic-3204-16111581,206 Bourke Street,4869.33,455.23,3204,1500.0
849,6-4-holloway-street-ormond-vic-3204-16099235,206 Bourke Street,3036.35,280.99,3204,305.0
850,2-29-wheeler-street-ormond-vic-3204-16107896,206 Bourke Street,3949.23,354.03,3204,600.0
851,9-clapperton-street-bentleigh-vic-3204-16092512,206 Bourke Street,4906.77,513.03,3204,760.0
852,g02-236-jasper-road-mckinnon-vic-3204-16111151,Acland Court Shopping Centre,4040.62,427.59,3204,550.0
853,107-324-centre-road-bentleigh-vic-3204-16094020,206 Bourke Street,4008.97,441.46,3204,560.0
854,6-47-wheeler-st-ormond-vic-3204-16098675,206 Bourke Street,3811.5,337.5,3204,525.0
855,165-patterson-road-bentleigh-vic-3204-16096720,Acland Court Shopping Centre,3255.42,371.85,3204,930.0
856,147-patterson-road-bentleigh-vic-3204-16099099,Acland Court Shopping Centre,3127.84,362.66,3204,1050.0
857,g06-3-claire-street-mckinnon-vic-3204-15344621,206 Bourke Street,4439.33,401.92,3204,550.0
858,409-85-market-street-south-melbourne-vic-3205-16092256,206 Bourke Street,2208.5,298.48,3205,495.0
859,south-melbourne-vic-3205-15842582,Brandon Park Shopping Centre,2230.02,237.84,3205,620.0
860,7-2-heather-street-south-melbourne-vic-3205-16094728,Brandon Park Shopping Centre,2315.65,252.53,3205,750.0
861,3-56-smith-street-south-melbourne-vic-3205-16105162,Barkly Square,2057.38,317.99,3205,480.0
862,152-nelson-road-south-melbourne-vic-3205-16106350,Barkly Square,2215.71,352.22,3205,1000.0
863,84-palmerston-crescent-south-melbourne-vic-3205-16106315,Brandon Park Shopping Centre,2650.25,314.97,3205,550.0
864,2604-89-gladstone-street-south-melbourne-vic-3205-16097179,206 Bourke Street,929.7,192.58,3205,430.0
865,72b-napier-street-south-melbourne-vic-3205-16109558,Brandon Park Shopping Centre,2431.89,269.49,3205,495.0
866,511-37-39-park-street-south-melbourne-vic-3205-16111490,Bayside Shopping Centre,2630.35,301.48,3205,600.0
867,311-39-park-street-south-melbourne-vic-3205-16109887,Bayside Shopping Centre,2608.15,299.7,3205,600.0
868,24-henderson-street-south-melbourne-vic-3205-16091414,Barkly Square,2366.8,359.41,3205,745.0
869,406-75-palmerston-crescent-south-melbourne-vic-3205-16093654,Brimbank Central Shopping Centre,2589.93,333.14,3205,425.0
870,1207-39-park-street-south-melbourne-vic-3205-16093617,Bayside Shopping Centre,2608.15,299.7,3205,585.0
871,209-97-palmerston-crescent-south-melbourne-vic-3205-16099232,Brandon Park Shopping Centre,2598.97,295.2,3205,400.0
872,907-37-39-park-street-south-melbourne-vic-3205-15842582,Bayside Shopping Centre,2608.15,299.7,3205,620.0
873,33-nimmo-street-middle-park-vic-3206-16111553,206 Bourke Street,3113.0,340.15,3206,865.0
874,43-bevan-street-albert-park-vic-3206-16109623,Barrabool Hills Plaza,2488.2,349.12,3206,470.0
875,303-88-beaconsfield-parade-albert-park-vic-3206-16095682,206 Bourke Street,3680.56,444.17,3206,1100.0
876,135-spring-street-west-port-melbourne-vic-3207-16110342,206 Bourke Street,1740.99,273.68,3207,750.0
877,503-147-beach-street-port-melbourne-vic-3207-16113115,206 Bourke Street,3709.35,529.58,3207,1100.0
878,60-spring-street-east-port-melbourne-vic-3207-16113151,Barkly Square,1992.8,286.72,3207,760.0
879,4-71-esplanade-west-port-melbourne-vic-3207-16092101,Barkly Square,2510.73,348.38,3207,470.0
880,1-368-graham-street-port-melbourne-vic-3207-16093260,Acland Court Shopping Centre,2262.08,344.96,3207,740.0
881,1-08-91-dow-street-port-melbourne-vic-3207-16108681,Balnarring Village Shopping Centre,2759.6,396.43,3207,400.0
882,84-nott-street-port-melbourne-vic-3207-16112150,Balnarring Village Shopping Centre,2869.99,405.88,3207,850.0
883,17-120-princes-street-port-melbourne-vic-3207-16101214,Balnarring Village Shopping Centre,2609.94,391.56,3207,650.0
884,508-216-rouse-street-port-melbourne-vic-3207-16108824,Balnarring Village Shopping Centre,2862.96,415.94,3207,650.0
885,13-raglan-street-port-melbourne-vic-3207-16096777,Barkly Square,1909.71,271.51,3207,645.0
886,7-2-graham-street-port-melbourne-vic-3207-16107609,Balnarring Village Shopping Centre,2656.33,381.37,3207,390.0
887,66-spring-street-east-port-melbourne-vic-3207-16111770,Barkly Square,1979.33,277.94,3207,785.0
888,5-princes-place-port-melbourne-vic-3207-16095122,Altona Gate Shopping Centre,2776.68,422.07,3207,500.0
889,305-115-nott-street-port-melbourne-vic-3207-16105599,Balnarring Village Shopping Centre,2928.56,417.79,3207,700.0
890,2-hailar-lane-lara-vic-3212-16107512,206 Bourke Street,5598.8,482.92,3212,480.0
891,4-17-colac-gr-belmont-vic-3216-15755710,Acland Court Shopping Centre,2866.27,266.27,3216,400.0
892,100-settlement-road-belmont-vic-3216-16094466,206 Bourke Street,2040.73,247.13,3216,650.0
893,10-chucklecreek-lane-armstrong-creek-vic-3217-16110820,Altona Gate Shopping Centre,8059.02,672.26,3217,420.0
894,2-melville-avenue-geelong-west-vic-3218-16090991,Altona Gate Shopping Centre,3170.42,309.81,3218,570.0
895,2-melville-avenue-newtown-vic-3220-16090991,Altona Gate Shopping Centre,3170.42,309.81,3220,570.0
896,28-rimmington-way-rockbank-vic-3335-16099477,Acland Court Shopping Centre,10391.69,604.37,3335,380.0
897,6-cherry-cl-melton-west-vic-3337-16098222,206 Bourke Street,4126.37,448.98,3337,390.0
898,425-greenhalghs-road-delacombe-vic-3356-16104213,Acland Court Shopping Centre,7246.96,696.05,3356,435.0
899,7-74-south-street-wodonga-vic-3690-16091669,206 Bourke Street,782.76,133.17,3690,340.0
900,39-lawrence-street-wodonga-vic-3690-16114126,Acland Court Shopping Centre,2091.91,239.51,3690,420.0
901,1-koetong-crescent-west-wodonga-vic-3690-16112153,206 Bourke Street,2658.31,265.42,3690,530.0
902,10-arnold-place-wodonga-vic-3690-16109206,206 Bourke Street,1402.77,172.05,3690,420.0
903,29-2-hanlon-court-wodonga-vic-3690-16106894,206 Bourke Street,1248.76,161.34,3690,200.0
904,11-macquarie-road-wodonga-vic-3690-16100280,206 Bourke Street,3804.44,435.1,3690,450.0
905,4-25-melrose-drive-wodonga-vic-3690-12527064,206 Bourke Street,1453.8,161.35,3690,300.0
906,38-vermont-street-wodonga-vic-3690-16093688,206 Bourke Street,1327.26,156.26,3690,420.0
907,2-147-lawrence-street-wodonga-vic-3690-16107639,206 Bourke Street,1248.52,169.14,3690,650.0
908,22-kiewa-east-road-tangambalanga-vic-3691-16101133,206 Bourke Street,18724.49,1145.07,3691,580.0
909,283-mitta-north-road-eskdale-vic-3701-16100349,,,,3701,300.0
910,35-mahla-avenue-wollert-vic-3750-16092524,206 Bourke Street,1694.76,198.08,3750,440.0
911,7-mahla-ave-wollert-vic-3750-14803288,206 Bourke Street,1578.47,170.17,3750,410.0
912,20-flourish-walk-doreen-vic-3754-16109319,206 Bourke Street,9570.64,833.93,3754,350.0
913,3-outlook-drive-kalorama-vic-3766-16093096,206 Bourke Street,11123.82,965.46,3766,520.0
914,9-oakley-street-mount-dandenong-vic-3767-16111799,Altona Gate Shopping Centre,10330.91,1151.54,3767,500.0
915,30-beluga-street-mount-eliza-vic-3930-16104711,206 Bourke Street,3223.77,402.7,3930,1900.0
916,71-balcombe-drive-mount-martha-vic-3934-16113110,206 Bourke Street,1824.09,174.79,3934,950.0
917,4-cirrus-close-hampton-park-vic-3976-16112856,206 Bourke Street,2193.34,290.36,3976,420.0
918,12-mccomb-lane-cranbourne-vic-3977-16106494,Acland Court Shopping Centre,2704.51,302.24,3977,435.0
