rent_address,mall,min_distance,min_duration
6-8-clyde-street-kew-east-vic-3102-16106556,206 Bourke Street,5760.02,602.95
112-4-acacia-place-abbotsford-vic-3067-16104805,206 Bourke Street,401.99,77.48
135-spring-street-west-port-melbourne-vic-3207-16110342,206 Bourke Street,1740.99,273.68
211-7-red-hill-terrace-doncaster-east-vic-3109-16092464,206 Bourke Street,1011.86,145.32
1-540-glenhuntly-road-elsternwick-vic-3185-12838412,206 Bourke Street,3746.67,364.48
937-riversdale-road-surrey-hills-vic-3127-16095527,206 Bourke Street,4554.82,444.93
108a-queens-parade-fitzroy-north-vic-3068-16113014,Balnarring Village Shopping Centre,3110.03,440.02
46-nicholson-street-brunswick-east-vic-3057-16112281,206 Bourke Street,2287.24,228.53
1-52-medway-street-box-hill-vic-3128-16112906,206 Bourke Street,1030.04,103.79
5-327-dandenong-road-prahran-vic-3181-16112180,Acland Court Shopping Centre,1753.1,183.38
6-eyre-st-balwyn-vic-3103-16095631,206 Bourke Street,2951.04,376.42
306-198-st-kilda-road-st-kilda-vic-3182-16113646,206 Bourke Street,1262.12,172.36
3-52-baker-street-richmond-vic-3121-16098254,206 Bourke Street,1393.26,184.22
6-30-munro-st-hawthorn-east-vic-3123-16112646,206 Bourke Street,1475.37,157.95
2-47-brighton-road-st-kilda-vic-3182-16103420,206 Bourke Street,2512.65,240.39
1-15-melbourne-street-murrumbeena-vic-3163-16103337,206 Bourke Street,1734.12,202.01
8-grange-road-sandringham-vic-3191-15431555,206 Bourke Street,3066.69,283.07
6-507-dandenong-road-armadale-vic-3143-16098888,206 Bourke Street,906.37,114.13
304-708-burwood-rd-hawthorn-east-vic-3123-16096604,206 Bourke Street,1132.59,142.25
7-2a-burnie-street-toorak-vic-3142-16108212,206 Bourke Street,851.48,171.21
24-henderson-street-south-melbourne-vic-3205-16091414,Barkly Square,2366.8,359.41
1-20-carramar-street-chadstone-vic-3148-16100769,Acland Court Shopping Centre,1566.78,219.51
303-11-hoddle-street-collingwood-vic-3066-16093268,Altona Gate Shopping Centre,2602.64,315.46
502-46-villiers-street-north-melbourne-vic-3051-16091326,206 Bourke Street,1429.57,158.63
201-21-mills-boulevard-alphington-vic-3078-16094987,206 Bourke Street,2747.3,347.63
8-jenkin-street-brunswick-vic-3056-16107288,206 Bourke Street,1800.14,192.41
1-kalymna-grove-st-kilda-east-vic-3183-16110858,206 Bourke Street,2678.92,247.42
10-55-heller-street-brunswick-west-vic-3055-16099137,206 Bourke Street,1566.14,163.78
unit-901-50-claremont-st-south-yarra-vic-3141-16098894,Altona Gate Shopping Centre,912.97,117.07
g02-555-burke-road-camberwell-vic-3124-16095744,206 Bourke Street,1080.7,101.13
314-14-elizabeth-street-malvern-vic-3144-16110243,206 Bourke Street,1748.98,193.42
10-edlington-street-hawthorn-vic-3122-16113945,206 Bourke Street,1653.14,166.12
9-67-ballarat-rd-footscray-vic-3011-16098677,Acland Court Shopping Centre,1533.98,218.07
14-thomas-st-camberwell-vic-3124-16106434,206 Bourke Street,5377.83,501.59
1-10-keith-street-oakleigh-east-vic-3166-16099635,206 Bourke Street,3106.01,310.08
5707b-639-little-lonsdale-street-melbourne-vic-3000-16111904,Acland Court Shopping Centre,519.28,86.71
704-68-wests-road-maribyrnong-vic-3032-16092164,Altona Gate Shopping Centre,1025.47,151.49
1-383-serpells-road-doncaster-east-vic-3109-16111336,206 Bourke Street,1800.05,214.13
19-norwood-st-sandringham-vic-3191-16094744,206 Bourke Street,3971.58,329.4
3008-288-spencer-street-melbourne-vic-3000-16097762,Acland Court Shopping Centre,524.17,87.88
101-20-weir-street-balwyn-vic-3103-16106435,206 Bourke Street,3850.85,407.89
59-comas-grove-thornbury-vic-3071-16108541,Balnarring Village Shopping Centre,2709.05,272.2
8-133-clarke-street-northcote-vic-3070-16091779,206 Bourke Street,1427.04,200.1
8-31-charnwood-road-st-kilda-vic-3182-16111421,206 Bourke Street,1710.96,219.73
46a-46b-turner-road-highett-vic-3190-16109315,206 Bourke Street,1431.08,208.53
1-4-6-mallawa-street-clayton-south-vic-3169-16092812,206 Bourke Street,3766.53,504.2
74-sutherland-road-armadale-vic-3143-16092668,206 Bourke Street,1452.06,182.19
2-16-thurloo-street-chadstone-vic-3148-16096767,206 Bourke Street,922.98,140.58
1-1-ruskin-street-elwood-vic-3184-16106092,206 Bourke Street,753.97,90.3
39-220-barkly-street-st-kilda-vic-3182-14537180,206 Bourke Street,209.51,20.62
3-681-inkerman-road-caulfield-north-vic-3161-16107828,206 Bourke Street,1436.67,168.75
1-9-robert-st-elwood-vic-3184-16108685,206 Bourke Street,2139.77,245.95
13-23-power-street-hawthorn-vic-3122-16092614,Altona Gate Shopping Centre,1854.21,224.27
2-445-glenferrie-road-malvern-vic-3144-16109767,Altona Gate Shopping Centre,1522.31,209.46
8-8-cardigan-street-st-kilda-east-vic-3183-16094608,206 Bourke Street,2401.54,227.09
2-14-gregory-street-oak-park-vic-3046-16095581,206 Bourke Street,5787.38,765.53
2902-250-city-road-southbank-vic-3006-16111286,Balnarring Village Shopping Centre,1121.44,152.52
15-2a-bates-street-malvern-east-vic-3145-16108936,206 Bourke Street,695.97,124.54
7-regent-street-yarraville-vic-3013-16096035,Altona Gate Shopping Centre,1691.55,216.82
1309-199-william-street-melbourne-vic-3000-16093914,Bentons Square Shopping Centre,673.36,86.1
47-bedford-street-collingwood-vic-3066-16105364,Balnarring Village Shopping Centre,2237.81,294.23
709-12-14-claremont-street-south-yarra-vic-3141-16098801,Balnarring Village Shopping Centre,1090.22,148.98
10-4a-wando-grove-st-kilda-east-vic-3183-16099165,Acland Court Shopping Centre,2149.02,247.17
2613-65-dudley-street-west-melbourne-vic-3003-16108153,Acland Court Shopping Centre,725.22,100.72
26a-bonny-street-bentleigh-east-vic-3165-16058750,Acland Court Shopping Centre,3610.36,429.07
1855-malvern-road-malvern-east-vic-3145-16103632,206 Bourke Street,2319.14,256.25
84-palmerston-crescent-south-melbourne-vic-3205-16106315,Brandon Park Shopping Centre,2650.25,314.97
23-66-murray-street-prahran-vic-3181-16093824,206 Bourke Street,1213.99,99.71
3-487-kooyong-road-elsternwick-vic-3185-16105411,Balnarring Village Shopping Centre,4699.85,420.84
29-turnball-grove-northcote-vic-3070-16110278,206 Bourke Street,612.08,101.1
139-chapel-street-st-kilda-vic-3182-16110151,206 Bourke Street,1131.95,130.3
50-thea-grove-doncaster-east-vic-3109-16094598,Acland Court Shopping Centre,2639.29,330.35
1-3-crescent-road-camberwell-vic-3124-16096867,206 Bourke Street,1358.35,176.39
6-47-wheeler-st-ormond-vic-3204-16098675,206 Bourke Street,3811.5,337.5
4-gilmour-road-camberwell-vic-3124-16106772,Acland Court Shopping Centre,4301.58,382.36
7-15-rosedale-avenue-glen-huntly-vic-3163-16095521,206 Bourke Street,2048.83,198.41
33-400-little-collins-street-melbourne-vic-3000-16022489,Bentons Square Shopping Centre,466.25,50.18
205-211-44-barkly-street-st-kilda-vic-3182-15694325,206 Bourke Street,1025.71,110.39
72b-napier-street-south-melbourne-vic-3205-16109558,Brandon Park Shopping Centre,2431.89,269.49
19-122-high-street-preston-vic-3072-16112735,206 Bourke Street,1303.49,165.39
10-henrietta-st-hawthorn-vic-3122-16094383,206 Bourke Street,2536.46,244.33
110-182-whitehorse-road-balwyn-vic-3103-15840276,206 Bourke Street,3514.01,401.5
