rent_address,mall,min_distance,min_duration
1005-285-city-road-southbank-vic-3006-16111246,Acland Court Shopping Centre,1103.41,130.17
11-406-cardigan-street-carlton-vic-3053-16107251,Birallee Village Shopping Centre,2266.92,240.55
20-greenside-cres-keysborough-vic-3173-16110634,206 Bourke Street,3834.75,439.09
4-22-magnolia-road-gardenvale-vic-3185-16109985,Barkly Square,5204.61,464.38
2-40-glenbrook-avenue-clayton-vic-3168-16110582,206 Bourke Street,3727.08,364.74
6-59-61-ormond-esplanade-elwood-vic-3184-16110347,206 Bourke Street,2262.39,238.57
12-283-royal-parade-parkville-vic-3052-16096882,Acland Court Shopping Centre,1344.26,148.48
301-1150-toorak-road-camberwell-vic-3124-16100175,206 Bourke Street,3193.9,323.66
44-bushlark-drive-carrum-downs-vic-3201-16097673,206 Bourke Street,3168.28,303.73
20-2-greenfield-drive-clayton-vic-3168-15740628,206 Bourke Street,3419.9,481.12
unit-101m-201-powlett-street-east-melbourne-vic-3002-16109142,Altona Gate Shopping Centre,1584.35,196.55
106-stratus-street-tarneit-vic-3029-16100986,Balnarring Village Shopping Centre,4004.04,404.42
568-camberwell-road-camberwell-vic-3124-16098540,206 Bourke Street,2562.43,252.69
399-brunswick-road-brunswick-vic-3056-16091358,206 Bourke Street,1265.04,124.63
304-38-nicholson-street-fitzroy-north-vic-3068-16098711,206 Bourke Street,2271.11,232.97
409-85-market-street-south-melbourne-vic-3205-16092256,206 Bourke Street,2208.5,298.48
51-carrington-road-niddrie-vic-3042-16112270,Altona Gate Shopping Centre,2186.22,307.74
103-16-malane-street-bentleigh-east-vic-3165-16098175,206 Bourke Street,4678.43,494.13
401-408-lonsdale-street-melbourne-vic-3000-16014585,Brand Smart Premium Outlet Centre,306.54,32.39
218-71-abinger-street-richmond-vic-3121-16094828,206 Bourke Street,2246.71,257.7
7-74-south-street-wodonga-vic-3690-16091669,206 Bourke Street,782.76,133.17
49-64-fitzroy-street-st-kilda-vic-3182-16095131,206 Bourke Street,1296.36,144.42
18-29-george-street-east-melbourne-vic-3002-16108770,Altona Gate Shopping Centre,1769.77,279.77
4-65-paxton-street-malvern-east-vic-3145-16108869,206 Bourke Street,1945.52,200.52
478-wellington-street-clifton-hill-vic-3068-16105769,Bentons Square Shopping Centre,3150.5,426.33
4-30-mitford-street-st-kilda-vic-3182-16099536,206 Bourke Street,467.07,89.92
15-39-41-wellington-street-st-kilda-vic-3182-16110681,206 Bourke Street,1856.8,230.76
158-burnley-street-richmond-vic-3121-13706826,206 Bourke Street,1583.98,225.84
1-296-inkerman-st-st-kilda-east-vic-3183-16106154,206 Bourke Street,2255.88,211.59
5-297-st-kilda-street-brighton-vic-3186-16092184,206 Bourke Street,4811.97,511.33
21-dover-street-richmond-vic-3121-16103850,Bulleen Plaza,1790.21,215.65
16a-plunket-street-brighton-east-vic-3187-16099058,Acland Court Shopping Centre,4132.85,502.94
17-1-acland-street-st-kilda-vic-3182-16108171,206 Bourke Street,1446.0,187.0
2-abeckett-street-prahran-vic-3181-16095838,206 Bourke Street,1155.04,118.29
101-1443-dandenong-road-malvern-east-vic-3145-16113756,206 Bourke Street,1208.59,167.48
6-18-ireland-street-west-melbourne-vic-3003-16093709,Acland Court Shopping Centre,1321.05,185.29
1204-33-clarke-street-southbank-vic-3006-16093367,Balnarring Village Shopping Centre,1106.51,153.61
57-lord-st-richmond-vic-3121-16112934,206 Bourke Street,2165.49,285.76
2-274-st-georges-road-northcote-vic-3070-16113021,206 Bourke Street,1690.03,184.01
17-228-the-avenue-parkville-vic-3052-16104553,206 Bourke Street,916.52,129.25
89b-ruskin-street-elwood-vic-3184-16092997,206 Bourke Street,1370.96,186.2
404-70-batesford-road-chadstone-vic-3148-16094741,206 Bourke Street,443.06,60.91
45-victoria-street-brunswick-east-vic-3057-16105604,Acland Court Shopping Centre,2359.74,307.82
36a-featherby-way-altona-meadows-vic-3028-16110093,206 Bourke Street,2208.26,234.76
16-174-toorak-road-west-south-yarra-vic-3141-16097614,206 Bourke Street,1667.24,156.71
level-2-5-9-martin-street-heidelberg-vic-3084-16103734,206 Bourke Street,1013.55,106.51
73-fraser-street-richmond-vic-3121-16091575,206 Bourke Street,2079.74,247.94
57-lincoln-street-richmond-vic-3121-16092170,206 Bourke Street,1445.82,197.26
45-mckean-street-fitzroy-north-vic-3068-16092855,Balnarring Village Shopping Centre,3309.39,487.86
4-264-bluff-road-sandringham-vic-3191-16092529,206 Bourke Street,2877.05,206.91
7-walters-street-brunswick-vic-3056-16101017,206 Bourke Street,2560.65,288.19
20-flourish-walk-doreen-vic-3754-16109319,206 Bourke Street,9570.64,833.93
217-222-bay-road-sandringham-vic-3191-16103690,206 Bourke Street,2171.96,220.96
4010-639-lonsdale-street-melbourne-vic-3000-16091026,Barkly Square,219.29,28.48
6-374-dandenong-road-caulfield-north-vic-3161-16111921,206 Bourke Street,1777.08,189.58
4-492-plenty-road-preston-vic-3072-16103925,Balnarring Village Shopping Centre,1384.71,158.91
76-allison-road-elsternwick-vic-3185-16105190,Acland Court Shopping Centre,3370.5,337.67
3-29-mernda-ave-carnegie-vic-3163-16103178,206 Bourke Street,1854.77,210.68
2-bennett-street-deepdene-vic-3103-16104504,206 Bourke Street,2880.21,374.65
1b-laura-grove-mount-waverley-vic-3149-16096160,206 Bourke Street,2159.59,230.3
10-208-210-high-street-templestowe-lower-vic-3107-16091613,Acland Court Shopping Centre,2002.43,193.12
33-nimmo-street-middle-park-vic-3206-16111553,206 Bourke Street,3113.0,340.15
11-ridder-court-dingley-village-vic-3172-16104299,Acland Court Shopping Centre,2032.06,224.53
1-3-guthrie-street-brunswick-west-vic-3055-16103784,206 Bourke Street,1860.64,179.6
47-speight-street-thornbury-vic-3071-16094346,206 Bourke Street,1522.14,207.57
4-14-enfield-road-brighton-vic-3186-16106550,206 Bourke Street,6021.38,640.62
18-11-17-park-street-st-kilda-west-vic-3182-16099197,206 Bourke Street,1585.09,188.33
6-518-bluff-rd-hampton-vic-3188-16103170,Acland Court Shopping Centre,2803.78,297.97
17-watson-street-glen-iris-vic-3146-16104587,Altona Gate Shopping Centre,3665.86,320.34
203-1298-glen-huntly-road-carnegie-vic-3163-16106830,206 Bourke Street,1311.55,132.58
6-241-nicholson-street-abbotsford-vic-3067-11018248,Balnarring Village Shopping Centre,2988.17,325.89
5-23-camira-street-malvern-east-vic-3145-15363345,206 Bourke Street,847.59,138.65
1411-250-elizabeth-street-melbourne-vic-3000-16092022,Brand Smart Premium Outlet Centre,81.25,9.22
3-16-eildon-road-st-kilda-vic-3182-16110741,206 Bourke Street,1432.39,188.2
2-876-hampton-street-brighton-vic-3186-16109894,Barkly Square,5923.28,648.03
