rent_address,mall,min_distance,min_duration
305-115-nott-street-port-melbourne-vic-3207-16105599,Balnarring Village Shopping Centre,2928.56,417.79
207-6-station-st-caulfield-north-vic-3161-16108569,206 Bourke Street,861.67,130.24
9-312-316-barkers-road-hawthorn-vic-3122-16109610,206 Bourke Street,2742.18,263.04
301-27-dickmann-street-richmond-vic-3121-16112647,Bellpost Shopping Centre,1428.27,173.8
37a-bambra-road-caulfield-north-vic-3161-16098329,Acland Court Shopping Centre,1702.61,189.97
4-3-finchley-court-hawthorn-vic-3122-16104849,206 Bourke Street,2776.48,261.73
210-12-napier-street-footscray-vic-3011-16100855,206 Bourke Street,1210.83,183.73
104-16-cobden-street-north-melbourne-vic-3051-16096636,Bellpost Shopping Centre,760.74,93.66
1-127-cambridge-street-collingwood-vic-3066-16091234,Balnarring Village Shopping Centre,2146.05,295.56
3-22-wave-street-elwood-vic-3184-16095176,206 Bourke Street,2456.53,262.71
128-gordon-street-balwyn-vic-3103-16091813,206 Bourke Street,3959.24,444.05
1806-8-joseph-road-footscray-vic-3011-16109988,206 Bourke Street,1026.36,157.92
9-164-wattletree-road-malvern-vic-3144-16100352,206 Bourke Street,557.58,67.5
429-burnley-street-richmond-vic-3121-16100386,Balnarring Village Shopping Centre,2250.31,288.88
1008-68-cambridge-street-collingwood-vic-3066-16096565,Altona Gate Shopping Centre,1888.2,240.53
103-567-569-glenferrie-road-hawthorn-vic-3122-16108509,206 Bourke Street,2736.22,238.87
66-albany-road-toorak-vic-3142-16109249,Barrabool Hills Plaza,1187.59,115.01
6-mckay-avenue-black-rock-vic-3193-16110627,206 Bourke Street,3988.65,313.13
37-109-lygon-street-carlton-vic-3053-16105252,Bellarine Village Shopping Centre,965.56,120.01
209-427-hampton-street-hampton-vic-3188-16108518,Acland Court Shopping Centre,4945.07,472.46
3-529-balcombe-rd-black-rock-vic-3193-16100369,206 Bourke Street,5701.62,451.83
17-29-kooyong-road-armadale-vic-3143-16109622,206 Bourke Street,796.07,96.46
7-94-eskdale-rd-caulfield-north-vic-3161-16111066,206 Bourke Street,1160.58,182.83
22-kiewa-east-road-tangambalanga-vic-3691-16101133,206 Bourke Street,18724.49,1145.07
46-mutton-road-fawkner-vic-3060-15915330,206 Bourke Street,3361.11,335.79
3-17-munro-st-kew-east-vic-3102-16104263,Acland Court Shopping Centre,4846.33,472.93
24-6-hensley-road-lalor-vic-3075-16093487,206 Bourke Street,2836.84,402.27
1-20-lincoln-street-oakleigh-vic-3166-16107897,206 Bourke Street,1193.01,138.69
315-118-russell-street-melbourne-vic-3000-16108688,Berwick Marketplace,240.18,36.87
1-791-malvern-road-toorak-vic-3142-16098134,Bayside Shopping Centre,1945.81,186.0
7-680-malvern-road-prahran-vic-3181-16097081,206 Bourke Street,1068.17,108.85
23-milan-street-mentone-vic-3194-16094642,Balnarring Village Shopping Centre,3287.96,331.04
42-cassels-road-brunswick-vic-3056-16110238,206 Bourke Street,2585.43,327.78
98a-stawell-street-richmond-vic-3121-16104417,Barkly Square,2414.44,313.39
2-29-wheeler-street-ormond-vic-3204-16107896,206 Bourke Street,3949.23,354.03
5-33-parkhill-road-kew-vic-3101-16112182,206 Bourke Street,4184.43,407.06
710-stud-road-scoresby-vic-3179-15268201,206 Bourke Street,3437.81,387.48
3-112-114-huntingdale-road-mount-waverley-vic-3149-14880327,206 Bourke Street,3776.7,414.94
66-spring-street-east-port-melbourne-vic-3207-16111770,Barkly Square,1979.33,277.94
1140-dandenong-rd-carnegie-vic-3163-16097320,206 Bourke Street,681.2,108.11
108-139-143-bouverie-street-carlton-vic-3053-16100726,Balnarring Village Shopping Centre,1093.39,139.12
110-brunswick-road-brunswick-vic-3056-16103107,206 Bourke Street,796.12,96.5
2-9-lillimur-road-ormond-vic-3204-16107547,206 Bourke Street,3624.61,330.11
2-melville-avenue-geelong-west-vic-3218-16090991,Altona Gate Shopping Centre,3170.42,309.81
112-124-palmerston-street-carlton-vic-3053-16103862,Braybrook Shopping Centre,1946.07,257.02
152-nelson-road-south-melbourne-vic-3205-16106350,Barkly Square,2215.71,352.22
3-107-park-crescent-williamstown-north-vic-3016-16108944,206 Bourke Street,5304.93,539.08
147-stewart-st-brunswick-east-vic-3057-16108585,206 Bourke Street,2635.26,255.63
6-230-dawson-street-brunswick-west-vic-3055-16103397,Acland Court Shopping Centre,1740.08,192.14
2-45-queen-street-ormond-vic-3204-16101296,Acland Court Shopping Centre,3795.99,379.93
6-4-holloway-street-ormond-vic-3204-16099235,206 Bourke Street,3036.35,280.99
2-45-browns-road-bentleigh-east-vic-3165-16104783,Acland Court Shopping Centre,4598.33,477.94
62-queens-avenue-caulfield-east-vic-3145-16104907,206 Bourke Street,760.11,108.02
107-35-camberwell-road-hawthorn-east-vic-3123-16104010,206 Bourke Street,988.88,112.35
8-16-marine-parade-st-kilda-vic-3182-16107202,206 Bourke Street,997.48,130.25
1-1-ellesmere-road-windsor-vic-3181-16107246,Altona Gate Shopping Centre,2116.38,193.12
8-52-pender-street-thornbury-vic-3071-16113012,Barkly Square,2609.07,322.83
12-203-alma-rd-st-kilda-east-vic-3183-16097827,Acland Court Shopping Centre,2314.77,221.31
49-pascall-street-mount-waverley-vic-3149-16095717,206 Bourke Street,2191.27,254.99
02-378-st-georges-road-fitzroy-north-vic-3068-16111995,Acland Court Shopping Centre,2192.28,239.84
513-118-franklin-street-melbourne-vic-3000-15397839,Barrabool Hills Plaza,643.05,84.44
6-164-wattletree-road-malvern-vic-3144-16100356,206 Bourke Street,557.58,67.5
4-653-park-street-brunswick-vic-3056-16109007,206 Bourke Street,733.32,90.12
4-25-melrose-drive-wodonga-vic-3690-12527064,206 Bourke Street,1453.8,161.35
5-lightfoot-street-richmond-vic-3121-10274422,206 Bourke Street,2292.76,314.81
11-regent-avenue-springvale-vic-3171-16110391,206 Bourke Street,3961.79,505.25
4-cirrus-close-hampton-park-vic-3976-16112856,206 Bourke Street,2193.34,290.36
3-138-mitchell-street-brunswick-vic-3056-16104854,206 Bourke Street,3151.99,317.32
406-631-victoria-street-abbotsford-vic-3067-16102921,206 Bourke Street,774.75,112.93
101-67-well-street-brighton-vic-3186-16091137,Balnarring Village Shopping Centre,5773.5,691.06
2-14-hiscock-street-chadstone-vic-3148-15363745,206 Bourke Street,1252.44,144.66
20-523-burwood-road-hawthorn-vic-3122-16103788,206 Bourke Street,1789.47,171.45
4-17-hope-street-glen-iris-vic-3146-16110227,Acland Court Shopping Centre,2353.29,277.14
