rent_address,school_name,min_distance,min_duration
11-51-53-grange-road-toorak-vic-3142-16088102,Ballarat Primary School (Dana Street),1681.52,163.83
2-12-brennand-street-fitzroy-north-vic-3068-14628144,Echuca Primary School,899.75,161.82
108-3-11-hoddle-street-collingwood-vic-3066-16088068,Newport Lakes Primary School,810.42,105.21
605-369-high-street-kew-vic-3101-16088032,Hallam Primary School,335.79,37.44
401-high-street-prahran-vic-3181-16088024,Elphinstone Primary School,814.51,105.37
38-highett-street-richmond-vic-3121-16087992,Beaufort Primary School,425.54,60.86
10-illawara-drive-mickleham-vic-3064-16087933,Alberton Primary School,1399.06,206.33
3-133-glenlyon-road-brunswick-vic-3056-16087910,Doncaster Primary School,962.23,91.53
24-whites-rd-mount-duneed-vic-3217-16087894,Belmont Primary School,689.33,70.04
97-collier-crescent-brunswick-west-vic-3055-16087893,Newport Lakes Primary School,154.35,22.23
13-25-royal-avenue-glen-huntly-vic-3163-16087887,Warrandyte Primary School,581.12,60.73
5-1a-lansdowne-road-st-kilda-east-vic-3183-16086953,Highton Primary School,899.16,106.26
4-82-trenerry-crescent-abbotsford-vic-3067-16057111,Wandiligong Primary School,880.93,126.72
27-hawthorn-road-northcote-vic-3070-16051293,Eltham Primary School,663.64,119.45
6-65-clarence-street-elsternwick-vic-3185-16039179,Grovedale Primary School,1139.63,122.86
r-1134-dandenong-road-carnegie-vic-3163-16038868,Bacchus Marsh Primary School,1118.08,128.33
557-swanston-street-carlton-vic-3053-16010438,Huntly Primary School,784.56,87.5
1-42a-hawthorn-grove-hawthorn-vic-3122-16057366,Campbells Creek Primary School,736.99,89.03
405-442-st-kilda-road-melbourne-vic-3004-16057221,Colac Primary School,586.69,108.8
76-manooka-road-brookfield-vic-3338-16056949,Wodonga Primary School,2218.27,218.74
10-mercer-way-armadale-vic-3143-16056859,California Gully Primary School,707.61,100.7
49-highbury-grove-prahran-vic-3181-16056833,Sandringham Primary School,548.65,79.23
4-4-essex-street-pascoe-vale-vic-3044-16056699,Cudgee Primary School,820.43,85.85
2-361-st-kilda-st-brighton-vic-3186-16056674,Berwick Primary School,1071.71,123.0
38-262-heidelberg-road-fairfield-vic-3078-16056607,Berwick Primary School,1148.63,163.52
38-argo-street-south-yarra-vic-3141-16056584,Alberton Primary School,468.5,70.56
703-75-wellington-st-collingwood-vic-3066-16054467,Dromana Primary School,244.24,36.43
318-181-fitzroy-street-st-kilda-vic-3182-16056356,Warrandyte Primary School,355.79,64.02
609-2-joseph-road-footscray-vic-3011-15372330,Campbells Creek Primary School,610.37,82.72
915-528-swanston-street-carlton-vic-3053-16056312,Highton Primary School,820.31,92.88
1-27-eildon-road-st-kilda-vic-3182-16056185,Warrandyte Primary School,646.07,117.42
21-313-beaconsfield-parade-st-kilda-west-vic-3182-16056043,Warrandyte Primary School,1519.33,204.36
543-pascoe-vale-road-pascoe-vale-vic-3044-16056030,Eltham Primary School,784.62,79.42
9-26-auburn-grove-hawthorn-east-vic-3123-16056022,Cheltenham Primary School,854.87,94.51
2s-378-390-st-georges-road-fitzroy-north-vic-3068-16055926,Berwick Primary School,268.23,37.99
11-2-belsize-avenue-carnegie-vic-3163-16055916,Avenel Primary School,826.14,106.08
3-83-fewster-road-hampton-vic-3188-16055794,Dromana Primary School,194.05,35.3
207-107-beach-street-port-melbourne-vic-3207-16055713,Avenel Primary School,853.3,160.04
24-union-street-windsor-vic-3181-16055616,Bacchus Marsh Primary School,808.88,112.01
1-12-darling-street-south-yarra-vic-3141-16055432,Echuca Primary School,728.88,86.78
8b-highbury-grove-prahran-vic-3181-15809710,Sandringham Primary School,444.0,67.63
3-flinders-avenue-lara-vic-3212-16055309,Alberton Primary School,1067.76,147.9
2-airedale-avenue-hawthorn-east-vic-3123-16029073,Berwick Primary School,420.28,51.59
10-3-boston-road-balwyn-vic-3103-16055201,Allansford and District Primary School,907.39,77.07
3108-500-elizabeth-st-melbourne-vic-3000-16055187,Kyneton Primary School,805.19,91.54
7-13-hughenden-road-st-kilda-east-vic-3183-16055120,Bellbrae Primary School,512.78,55.98
217-339-swanston-st-melbourne-vic-3000-16055041,Hawthorn West Primary School,856.7,122.51
104-12-queens-road-melbourne-vic-3004-16055021,Colac Primary School,457.89,78.21
7-56-kooyong-road-caulfield-north-vic-3161-16054643,Wodonga Primary School,873.54,103.13
8-2-victor-road-glen-iris-vic-3146-14736582,Allansford and District Primary School,315.78,30.17
7-161-victoria-road-hawthorn-east-vic-3123-16054548,Wandiligong Primary School,646.85,91.27
3-30-logan-street-hamlyn-heights-vic-3215-16054463,Belmont Primary School,509.59,57.69
108-best-street-fitzroy-north-vic-3068-16054451,Doncaster Primary School,781.81,126.33
11-13-tibbles-street-beaumaris-vic-3193-16054347,Belmont Primary School,483.91,48.96
220-631-victoria-street-abbotsford-vic-3067-16054340,Cheltenham Primary School,651.33,79.28
7-8-10-james-avenue-kew-vic-3101-16054256,Sandringham Primary School,832.33,130.75
25-living-cres-point-cook-vic-3030-16054167,Bacchus Marsh Primary School,396.2,64.51
9-76-carlisle-street-st-kilda-vic-3182-16054050,Allansford and District Primary School,493.86,83.48
102-9-village-avenue-brunswick-east-vic-3057-15220991,Wandiligong Primary School,570.94,73.92
1-rotorua-street-caulfield-south-vic-3162-16053690,Beaufort Primary School,951.72,94.33
270-langridge-street-abbotsford-vic-3067-15242733,Belmont Primary School,717.8,87.62
2-91-beach-road-sandringham-vic-3191-16053597,Wodonga Primary School,1083.79,123.77
1312-35-albert-rd-melbourne-vic-3004-16053245,Cavendish Primary School,413.82,78.22
3-21-tibrockney-street-highett-vic-3190-16053078,Warrnambool West Primary School,1000.03,129.06
41b-arkaringa-crescent-black-rock-vic-3193-16052986,Avoca Primary School,306.98,73.67
221-378-390-saint-georges-road-fitzroy-north-vic-3068-16052965,Berwick Primary School,268.23,37.99
207-720-queensberry-street-north-melbourne-vic-3051-16052939,Footscray Primary School,1195.72,123.9
22-109-nimmo-street-middle-park-vic-3206-16052918,Belmont Primary School,1049.47,108.06
3a-maltarra-street-clayton-south-vic-3169-16052876,Newport Lakes Primary School,1287.81,189.84
1-david-lane-windsor-vic-3181-15900527,Colac Primary School,511.24,97.87
12-yates-lane-parkville-vic-3052-15148071,Echuca Primary School,1206.81,131.74
12-1325-high-street-malvern-vic-3144-16052711,Avoca Primary School,613.65,86.99
74-barrett-street-albert-park-vic-3206-16052698,Alberton Primary School,476.73,48.8
4-45-st-elmo-road-ivanhoe-vic-3079-16052693,St Andrews Primary School,366.82,42.33
21-32-darling-street-south-yarra-vic-3141-16052677,Echuca Primary School,856.55,96.99
19-73-queens-road-melbourne-vic-3004-16052308,Ballarat Primary School (Dana Street),410.68,74.07
4-111-ruskin-street-elwood-vic-3184-16052249,Castlemaine Primary School,401.89,81.65
101-1377-burke-road-kew-east-vic-3102-12909786,Colac Primary School,217.33,23.76
1559-heatherton-road-dandenong-north-vic-3175-16051481,Belmont Primary School,1166.74,99.3
40a-macedon-parade-wollert-vic-3750-15280632,Alberton Primary School,174.36,28.74
11-170-albion-street-brunswick-vic-3056-16051288,Warrandyte Primary School,891.22,118.7
1-803-whitehorse-road-mont-albert-vic-3127-16051285,Warrandyte Primary School,1110.27,126.07
715-5-olive-york-way-brunswick-west-vic-3055-16051260,Newport Lakes Primary School,640.63,77.53
19-amreli-st-deanside-vic-3336-15176030,Alberton Primary School,5325.84,443.13
4-31-bayview-crescent-black-rock-vic-3193-16051099,Avoca Primary School,589.49,110.61
15-31-barnsbury-road-deepdene-vic-3103-16051009,Eltham Primary School,346.1,50.23
