rent_address,school_name,min_distance,min_duration
15-gibdon-street-burnley-vic-3121-16105787,Allansford and District Primary School,1820.97,228.35
19-552-moreland-road-brunswick-west-vic-3055-16112090,Allansford and District Primary School,1332.57,162.64
71-amelia-street-brunswick-vic-3056-16111322,Alberton Primary School,958.2,108.79
4-71-esplanade-west-port-melbourne-vic-3207-16092101,Avenel Primary School,611.8,95.17
304-27-dickmann-street-richmond-vic-3121-16113260,Warrandyte Primary School,536.42,63.83
14-acland-street-south-yarra-vic-3141-16100335,Avoca Primary School,327.93,46.71
1212-35-malcolm-street-south-yarra-vic-3141-16104529,Avoca Primary School,162.26,25.21
19-asquith-street-kew-vic-3101-16113258,Alberton Primary School,623.56,62.89
2e-hopetoun-avenue-canterbury-vic-3126-16099464,Avenel Primary School,1006.39,120.44
7-mahla-ave-wollert-vic-3750-14803288,Alberton Primary School,111.46,20.52
20a-burwah-avenue-brighton-east-vic-3187-16103434,Allansford and District Primary School,187.26,17.88
1310-450-st-kilda-road-melbourne-vic-3004-16099990,Alberton Primary School,502.79,82.07
12-mccomb-lane-cranbourne-vic-3977-16106494,Allansford and District Primary School,1036.5,146.3
3-25-shepparson-avenue-carnegie-vic-3163-16094973,Alberton Primary School,676.28,85.9
17-120-princes-street-port-melbourne-vic-3207-16101214,Alberton Primary School,708.8,130.12
607-253-bridge-road-richmond-vic-3121-16100906,Bacchus Marsh Primary School,487.62,64.49
1014-22-24-jane-bell-lane-melbourne-vic-3000-16103081,Avoca Primary School,585.41,86.18
12-2-freeman-street-hawthorn-east-vic-3123-16099575,Alberton Primary School,401.69,80.67
109-39-riversdale-road-hawthorn-vic-3122-16109227,Belmont Primary School,354.18,47.65
84-nott-street-port-melbourne-vic-3207-16112150,Alberton Primary School,750.1,69.36
604-8c-evergreen-mews-armadale-vic-3143-15223873,Avoca Primary School,511.22,74.04
310-24-becket-avenue-bentleigh-east-vic-3165-16098565,Avoca Primary School,1253.7,122.56
6-50-fitzroy-street-st-kilda-vic-3182-16096820,Alberton Primary School,341.67,60.8
3-1-alexandra-avenue-south-yarra-vic-3141-16103763,Alberton Primary School,413.9,59.49
