,rent_address,school_name,min_distance,min_duration,postcode,price
113,12-8-10-lincoln-road-essendon-vic-3040-16091133,Avenel Primary School,421.32,53.99,3040,750.0
114,51-carrington-road-niddrie-vic-3042-16112270,Allansford and District Primary School,1302.16,245.4,3042,900.0
115,2-6-8-keogh-court-pascoe-vale-vic-3044-16099318,Warrandyte Primary School,689.31,165.43,3044,450.0
116,20a-park-street-pascoe-vale-vic-3044-16100660,Avoca Primary School,1169.98,143.25,3044,480.0
117,1-255-derby-street-pascoe-vale-vic-3044-15378014,Alberton Primary School,606.09,98.5,3044,440.0
118,72-austin-crescent-pascoe-vale-vic-3044-16108578,Avoca Primary School,1091.54,159.34,3044,550.0
119,1b-hazel-grove-pascoe-vale-vic-3044-16098940,Alberton Primary School,266.83,27.04,3044,445.0
120,7-55-pleasant-street-pascoe-vale-vic-3044-15507181,Alberton Primary School,1169.19,142.4,3044,400.0
121,2-12-sylvester-street-oak-park-vic-3046-16105234,Alberton Primary School,883.3,211.99,3046,525.0
122,2-14-gregory-street-oak-park-vic-3046-16095581,Avoca Primary School,855.96,163.43,3046,550.0
123,101-96-curzon-street-north-melbourne-vic-3051-16099695,Alberton Primary School,827.59,128.09,3051,320.0
124,17-352-victoria-street-north-melbourne-vic-3051-16112376,Belmont Primary School,120.55,14.91,3051,450.0
125,494-abbotsford-street-north-melbourne-vic-3051-16093609,Avenel Primary School,327.93,44.24,3051,1295.0
126,4-19-chapman-street-north-melbourne-vic-3051-16112887,Warrandyte Primary School,600.21,86.15,3051,380.0
127,27-carroll-street-north-melbourne-vic-3051-16104463,Warrandyte Primary School,591.28,127.01,3051,1050.0
128,109-380-queensberry-street-north-melbourne-vic-3051-14961044,Belmont Primary School,140.02,27.73,3051,550.0
129,502-46-villiers-street-north-melbourne-vic-3051-16091326,Belmont Primary School,799.39,106.7,3051,370.0
130,104-16-cobden-street-north-melbourne-vic-3051-16096636,Warrandyte Primary School,679.22,80.17,3051,600.0
131,12-283-royal-parade-parkville-vic-3052-16096882,Avoca Primary School,1934.13,243.54,3052,420.0
132,17-228-the-avenue-parkville-vic-3052-16104553,Alberton Primary School,1506.39,224.31,3052,330.0
133,815-91-galada-avenue-parkville-vic-3052-16108978,Bacchus Marsh Primary School,985.31,114.64,3052,480.0
134,210-445-royal-parade-parkville-vic-3052-16105650,Allansford and District Primary School,1541.91,230.71,3052,370.0
135,21-361-royal-parade-parkville-vic-3052-16104740,Avoca Primary School,1839.16,243.7,3052,380.0
136,112-124-palmerston-street-carlton-vic-3053-16103862,Avoca Primary School,367.55,58.82,3053,500.0
137,1-43-barkly-street-carlton-vic-3053-16114029,Allansford and District Primary School,523.58,76.3,3053,460.0
138,10-21-university-street-carlton-vic-3053-10308643,Avoca Primary School,518.5,63.67,3053,525.0
139,37-109-lygon-street-carlton-vic-3053-16105252,Alberton Primary School,674.3,67.27,3053,250.0
140,706-111-leicester-street-carlton-vic-3053-16108027,Bacchus Marsh Primary School,727.18,120.22,3053,500.0
141,108-139-143-bouverie-street-carlton-vic-3053-16100726,Bacchus Marsh Primary School,763.12,110.77,3053,260.0
142,11-406-cardigan-street-carlton-vic-3053-16107251,Avoca Primary School,963.67,84.16,3053,780.0
143,159-richardson-street-carlton-north-vic-3054-16096889,Avoca Primary School,660.11,91.26,3054,580.0
144,10-sutton-street-carlton-north-vic-3054-16097594,Alberton Primary School,716.36,113.32,3054,625.0
145,29-1066-lygon-street-carlton-north-vic-3054-16099369,Allansford and District Primary School,358.61,53.43,3054,750.0
146,24-macpherson-street-carlton-north-vic-3054-16092806,Allansford and District Primary School,924.59,141.29,3054,650.0
147,5-548-moreland-road-brunswick-west-vic-3055-16109592,Allansford and District Primary School,1363.29,165.4,3055,260.0
148,19-552-moreland-road-brunswick-west-vic-3055-16112090,Allansford and District Primary School,1332.57,162.64,3055,260.0
149,10-55-heller-street-brunswick-west-vic-3055-16099137,Avoca Primary School,592.6,76.72,3055,330.0
150,804-1-olive-york-way-brunswick-west-vic-3055-15357145,Allansford and District Primary School,585.74,68.19,3055,460.0
151,2-28-millward-street-brunswick-west-vic-3055-16103927,Avoca Primary School,534.9,62.6,3055,595.0
152,1-3-guthrie-street-brunswick-west-vic-3055-16103784,Allansford and District Primary School,600.21,86.43,3055,320.0
153,5-490-492-moreland-road-brunswick-west-vic-3055-16091467,Allansford and District Primary School,1076.77,92.75,3055,395.0
154,12-39-heller-street-brunswick-west-vic-3055-16112167,Avoca Primary School,786.75,74.2,3055,325.0
155,6-230-dawson-street-brunswick-west-vic-3055-16103397,Allansford and District Primary School,469.62,65.81,3055,375.0
156,208-611-sydney-road-brunswick-vic-3056-15144017,Allansford and District Primary School,789.07,96.58,3056,420.0
157,42-cassels-road-brunswick-vic-3056-16110238,Alberton Primary School,870.9,117.32,3056,730.0
158,110-brunswick-road-brunswick-vic-3056-16103107,Alberton Primary School,962.26,98.28,3056,570.0
159,8-jenkin-street-brunswick-vic-3056-16107288,Warrandyte Primary School,917.04,106.33,3056,925.0
160,116-288-albert-street-brunswick-vic-3056-16113457,Alberton Primary School,191.68,23.82,3056,350.0
161,2-horne-street-brunswick-vic-3056-16107121,Avoca Primary School,959.87,97.48,3056,1050.0
162,2-53-evans-street-brunswick-vic-3056-16092503,Allansford and District Primary School,783.56,109.04,3056,550.0
163,213-albert-street-brunswick-vic-3056-16112143,Allansford and District Primary School,321.4,42.5,3056,550.0
164,476b-sydney-road-brunswick-vic-3056-16101831,Alberton Primary School,322.79,40.08,3056,1100.0
165,3-138-mitchell-street-brunswick-vic-3056-16104854,Avoca Primary School,1012.62,134.34,3056,350.0
166,14-116-albert-street-brunswick-vic-3056-16099340,Allansford and District Primary School,1273.96,134.27,3056,395.0
167,399-brunswick-road-brunswick-vic-3056-16091358,Avoca Primary School,523.58,60.5,3056,1200.0
168,71-amelia-street-brunswick-vic-3056-16111322,Alberton Primary School,958.2,108.79,3056,800.0
169,2b-donald-street-brunswick-vic-3056-16094762,Alberton Primary School,513.27,72.3,3056,650.0
170,3-allan-street-brunswick-vic-3056-16091524,Avoca Primary School,918.48,90.03,3056,850.0
171,7-walters-street-brunswick-vic-3056-16101017,Alberton Primary School,669.67,71.55,3056,700.0
172,4-653-park-street-brunswick-vic-3056-16109007,Alberton Primary School,918.42,93.41,3056,380.0
173,1-339-brunswick-road-brunswick-vic-3056-16096511,Avoca Primary School,714.81,64.21,3056,740.0
174,1-80-mitchell-street-brunswick-vic-3056-16104131,Avoca Primary School,550.58,73.58,3056,460.0
175,306-267-277-lygon-street-brunswick-vic-3056-16099911,Alberton Primary School,1240.91,105.98,3056,600.0
176,306-63-lygon-street-brunswick-east-vic-3057-16104850,Alberton Primary School,500.28,49.24,3057,420.0
177,5-31-33-o-connor-street-brunswick-east-vic-3057-16109350,Avenel Primary School,970.79,110.03,3057,900.0
178,313-1-brunswick-road-brunswick-east-vic-3057-16099118,Belmont Primary School,403.38,71.69,3057,380.0
179,2-parkview-avenue-brunswick-east-vic-3057-16108388,Alberton Primary School,334.84,52.6,3057,525.0
180,4-162-lygon-street-brunswick-east-vic-3057-16101848,Alberton Primary School,932.7,82.61,3057,440.0
181,204-294-lygon-street-brunswick-east-vic-3057-15429522,Allansford and District Primary School,1305.97,138.36,3057,575.0
182,106-273-lygon-street-brunswick-east-vic-3057-16095784,Alberton Primary School,1240.91,105.98,3057,575.0
183,4-31-33-o-connor-street-brunswick-east-vic-3057-16109419,Avenel Primary School,970.79,110.03,3057,650.0
184,101-392-lygon-street-brunswick-east-vic-3057-16095591,Alberton Primary School,823.08,105.48,3057,400.0
185,46-nicholson-street-brunswick-east-vic-3057-16112281,Warrandyte Primary School,462.64,50.53,3057,780.0
186,45-victoria-street-brunswick-east-vic-3057-16105604,Allansford and District Primary School,605.66,104.29,3057,550.0
187,147-stewart-st-brunswick-east-vic-3057-16108585,Allansford and District Primary School,733.59,106.06,3057,610.0
188,1-flinders-street-coburg-vic-3058-15138487,Allansford and District Primary School,297.18,32.65,3058,430.0
189,714-11-urquhart-street-coburg-vic-3058-16097143,Avoca Primary School,134.9,32.37,3058,450.0
190,413-11-urquhart-street-coburg-vic-3058-15467995,Avoca Primary School,134.9,32.37,3058,450.0
191,4-18-loch-street-coburg-vic-3058-16092618,Allansford and District Primary School,1325.38,174.78,3058,540.0
192,177-urquhart-street-coburg-vic-3058-16099429,Allansford and District Primary School,855.2,125.27,3058,600.0
193,46-mutton-road-fawkner-vic-3060-15915330,Alberton Primary School,1020.98,91.04,3060,450.0
194,27-rocco-avenue-donnybrook-vic-3064-16098102,Alberton Primary School,7793.93,594.27,3064,440.0
195,33-bell-street-fitzroy-vic-3065-16110446,Bacchus Marsh Primary School,467.58,87.71,3065,1350.0
196,g05-237-napier-street-fitzroy-vic-3065-16099451,Alberton Primary School,227.93,48.32,3065,595.0
197,14-65-george-street-fitzroy-vic-3065-16109661,Allansford and District Primary School,614.59,81.82,3065,330.0
198,1008-68-cambridge-street-collingwood-vic-3066-16096565,Avoca Primary School,127.25,24.79,3066,500.0
199,206-470-smith-street-collingwood-vic-3066-16095724,Ballarat Primary School (Dana Street),804.09,128.63,3066,430.0
200,47-bedford-street-collingwood-vic-3066-16105364,Belmont Primary School,319.02,76.56,3066,550.0
201,207g-31-napoleon-street-collingwood-vic-3066-16108865,Belmont Primary School,424.03,92.28,3066,410.0
202,1-127-cambridge-street-collingwood-vic-3066-16091234,Avoca Primary School,477.63,85.97,3066,900.0
203,106-35-victoria-parade-collingwood-vic-3066-16093671,Avoca Primary School,216.49,32.46,3066,500.0
204,207-6-mater-street-collingwood-vic-3066-16091253,Belmont Primary School,865.67,147.39,3066,550.0
205,3-15-17-bendigo-street-collingwood-vic-3066-16108579,Alberton Primary School,1049.94,172.77,3066,350.0
206,706-75-wellington-street-collingwood-vic-3066-15210408,Avenel Primary School,244.24,36.43,3066,600.0
207,11g-21-northumberland-street-collingwood-vic-3066-16110786,Avenel Primary School,266.88,55.45,3066,550.0
208,303-11-hoddle-street-collingwood-vic-3066-16093268,Avenel Primary School,796.25,104.08,3066,390.0
209,406-631-victoria-street-abbotsford-vic-3067-16102921,Allansford and District Primary School,651.33,79.28,3067,650.0
210,722-627-victoria-street-abbotsford-vic-3067-16102907,Avoca Primary School,751.19,104.17,3067,400.0
211,201a-8-grosvenor-street-abbotsford-vic-3067-16093576,Allansford and District Primary School,844.39,100.1,3067,410.0
212,112-4-acacia-place-abbotsford-vic-3067-16104805,Allansford and District Primary School,917.87,111.34,3067,795.0
213,1108-20-shamrock-street-abbotsford-vic-3067-15091677,Allansford and District Primary School,1001.47,137.8,3067,530.0
214,71-84-trenerry-crescent-abbotsford-vic-3067-16110976,Avenel Primary School,900.16,128.7,3067,550.0
215,13-trenerry-crescent-abbotsford-vic-3067-14338216,Avoca Primary School,680.66,106.12,3067,1080.0
216,814-4-acacia-place-abbotsford-vic-3067-16097710,Allansford and District Primary School,917.87,111.34,3067,380.0
217,6-241-nicholson-street-abbotsford-vic-3067-11018248,Avenel Primary School,789.76,112.96,3067,340.0
218,12-valiant-street-abbotsford-vic-3067-16098146,Avenel Primary School,734.67,152.2,3067,975.0
219,608-627-victoria-street-abbotsford-vic-3067-16112055,Avoca Primary School,751.19,104.17,3067,450.0
220,114-4-acacia-place-abbotsford-vic-3067-16097009,Allansford and District Primary School,917.87,111.34,3067,475.0
221,c306-11-shamrock-street-abbotsford-vic-3067-16103805,Allansford and District Primary School,970.9,130.46,3067,550.0
222,478-wellington-street-clifton-hill-vic-3068-16105769,Warrandyte Primary School,336.23,42.93,3068,480.0
223,304-11-reid-street-fitzroy-north-vic-3068-16098276,Allansford and District Primary School,629.77,110.31,3068,450.0
224,103-38-nicholson-street-fitzroy-north-vic-3068-16097154,Warrandyte Primary School,361.88,39.74,3068,375.0
225,48-clifton-avenue-clifton-hill-vic-3068-16092358,Alberton Primary School,924.62,181.46,3068,650.0
226,108a-queens-parade-fitzroy-north-vic-3068-16113014,Warrandyte Primary School,781.75,113.39,3068,650.0
227,02-378-st-georges-road-fitzroy-north-vic-3068-16111995,Avoca Primary School,268.23,37.99,3068,450.0
228,15-queen-street-fitzroy-north-vic-3068-16098797,Belmont Primary School,470.78,84.74,3068,635.0
229,304-38-nicholson-street-fitzroy-north-vic-3068-16098711,Warrandyte Primary School,361.88,39.74,3068,550.0
230,g2-26-nicholson-street-fitzroy-north-vic-3068-16108768,Avenel Primary School,270.93,29.16,3068,590.0
231,45-mckean-street-fitzroy-north-vic-3068-16092855,Warrandyte Primary School,663.22,113.97,3068,550.0
232,207-2-6-mccutcheon-street-northcote-vic-3070-15874383,Warrandyte Primary School,528.84,65.07,3070,500.0
233,6-22-french-avenue-northcote-vic-3070-16099680,Alberton Primary School,1337.84,163.62,3070,680.0
234,8-133-clarke-street-northcote-vic-3070-16091779,Warrandyte Primary School,637.78,95.4,3070,340.0
235,8-victoria-road-northcote-vic-3070-16093432,Allansford and District Primary School,1103.89,171.43,3070,680.0
236,9a-spencer-street-northcote-vic-3070-16103679,Avoca Primary School,910.95,127.41,3070,645.0
237,121-5-beavers-road-northcote-vic-3070-16088994,Warrandyte Primary School,664.42,82.76,3070,485.0
238,67-clarke-street-northcote-vic-3070-16092703,Avenel Primary School,529.18,66.33,3070,650.0
239,29-turnball-grove-northcote-vic-3070-16110278,Alberton Primary School,380.62,83.93,3070,610.0
240,202-2-separation-street-northcote-vic-3070-16099480,Belmont Primary School,269.98,32.74,3070,460.0
241,2-274-st-georges-road-northcote-vic-3070-16113021,Avoca Primary School,681.72,85.25,3070,570.0
242,g04-66-waterloo-road-northcote-vic-3070-16108577,Allansford and District Primary School,582.5,139.8,3070,520.0
243,4-86-normanby-avenue-thornbury-vic-3071-16108540,Alberton Primary School,764.32,106.53,3071,560.0
244,47-speight-street-thornbury-vic-3071-16094346,Alberton Primary School,307.58,54.08,3071,730.0
245,13-58-clarendon-street-thornbury-vic-3071-16101018,Alberton Primary School,501.07,85.85,3071,400.0
246,16-rossmoyne-street-thornbury-vic-3071-16107643,Avenel Primary School,279.85,36.71,3071,670.0
247,348-gooch-street-thornbury-vic-3071-16099884,Alberton Primary School,1126.45,182.22,3071,700.0
248,59-comas-grove-thornbury-vic-3071-16108541,Alberton Primary School,955.66,123.24,3071,740.0
249,3-291-rathmines-street-thornbury-vic-3071-16091151,Belmont Primary School,522.05,90.56,3071,680.0
250,13-fenwick-street-thornbury-vic-3071-16108011,Allansford and District Primary School,721.01,119.96,3071,630.0
251,8-52-pender-street-thornbury-vic-3071-16113012,Avoca Primary School,556.7,85.85,3071,260.0
252,118-normanby-avenue-thornbury-vic-3071-16109205,Avoca Primary School,786.97,104.57,3071,750.0
253,78-oakover-road-preston-vic-3072-16096755,Allansford and District Primary School,292.55,62.25,3072,1200.0
254,4-492-plenty-road-preston-vic-3072-16103925,Avoca Primary School,844.95,101.64,3072,500.0
255,110-raglan-street-preston-vic-3072-16103893,Alberton Primary School,839.95,80.99,3072,595.0
256,19-122-high-street-preston-vic-3072-16112735,Avenel Primary School,470.61,58.61,3072,450.0
257,2-123-cheddar-road-reservoir-vic-3073-16106073,Avoca Primary School,511.69,100.58,3073,425.0
258,10-949-high-street-reservoir-vic-3073-15297144,Alberton Primary School,296.08,67.76,3073,490.0
259,1-24-charlton-cres-reservoir-vic-3073-16109817,Alberton Primary School,480.54,85.57,3073,425.0
260,1-125-henty-street-reservoir-vic-3073-16113414,Alberton Primary School,740.12,114.96,3073,450.0
261,24-6-hensley-road-lalor-vic-3075-16093487,Avoca Primary School,644.88,157.49,3075,450.0
262,1-150-grange-road-alphington-vic-3078-16099545,Alberton Primary School,1432.92,151.67,3078,320.0
